,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dificuldade,dicas,tempo,nos_visitados,profundidade_maxima,total_podas,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
15x10n=6_Suguru-679,Suguru-679,15x10n=6,150,27,5.555555555555555,3,43,0.301612777999253,29,13,360,2,True,187,54,0,74,25,20
15x10n=6_Suguru-775,Suguru-775,15x10n=6,150,27,5.555555555555555,3,38,0.2598754210048355,24,10,264,3,True,135,47,0,65,15,2
15x10n=6_Suguru-26,Suguru-26,15x10n=6,150,26,5.769230769230769,3,45,0.13748498100903817,11,8,216,0,True,126,32,0,32,22,4
15x10n=6_Suguru-332,Suguru-332,15x10n=6,150,26,5.769230769230769,3,41,5.370587477998924,384,9,8276,217,True,5004,966,0,1458,730,118
15x10n=6_Suguru-592,Suguru-592,15x10n=6,150,26,5.769230769230769,3,45,0.16961900200112723,14,6,228,2,True,136,37,0,34,17,4
15x10n=6_Suguru-399,Suguru-399,15x10n=6,150,27,5.555555555555555,3,49,0.0754927090019919,6,4,148,0,True,88,25,0,25,8,2
15x10n=6_Suguru-458,Suguru-458,15x10n=6,150,28,5.357142857142857,3,39,0.1503114170045592,13,11,141,2,True,80,35,0,19,6,1
15x10n=6_Suguru-567,Suguru-567,15x10n=6,150,27,5.555555555555555,3,41,1.0938210440071998,86,13,1040,35,True,562,117,0,173,156,32
15x10n=6_Suguru-693,Suguru-693,15x10n=6,150,26,5.769230769230769,3,47,0.11759457999141887,11,10,112,0,True,62,24,0,14,12,0
15x10n=6_Suguru-314,Suguru-314,15x10n=6,150,27,5.555555555555555,3,42,0.3545510250114603,35,9,356,9,True,197,81,0,56,16,6
15x10n=6_Suguru-512,Suguru-512,15x10n=6,150,26,5.769230769230769,3,47,0.5593922580010258,49,12,508,14,True,317,76,0,106,9,0
15x10n=6_Suguru-722,Suguru-722,15x10n=6,150,27,5.555555555555555,2,43,0.20330296098836698,11,4,461,3,True,252,67,0,123,17,2
15x10n=6_Suguru-21,Suguru-21,15x10n=6,150,28,5.357142857142857,2,40,0.30349476700939704,27,11,295,6,True,192,44,0,54,5,0
15x10n=6_Suguru-91,Suguru-91,15x10n=6,150,27,5.555555555555555,3,40,0.2362083129992243,19,11,260,0,True,163,32,0,40,12,13
15x10n=6_Suguru-123,Suguru-123,15x10n=6,150,27,5.555555555555555,3,40,0.8867192929901648,69,12,1126,30,True,734,154,0,165,67,6
15x10n=6_Suguru-620,Suguru-620,15x10n=6,150,27,5.555555555555555,3,40,0.12846445600735024,9,6,199,0,True,120,34,0,37,8,0
15x10n=6_Suguru-629,Suguru-629,15x10n=6,150,27,5.555555555555555,2,43,0.1398050589923514,11,5,149,3,True,103,29,0,16,1,0
15x10n=6_Suguru-733,Suguru-733,15x10n=6,150,26,5.769230769230769,3,44,0.3874248920037644,29,8,416,9,True,260,67,0,57,30,2
15x10n=6_Suguru-794,Suguru-794,15x10n=6,150,27,5.555555555555555,3,43,0.12734726700000465,11,7,194,1,True,97,30,0,40,25,2
15x10n=6_Suguru-95,Suguru-95,15x10n=6,150,26,5.769230769230769,3,44,0.1383569549943786,13,8,145,0,True,82,21,0,40,2,0
15x10n=6_Suguru-140,Suguru-140,15x10n=6,150,27,5.555555555555555,3,42,6.995278148999205,558,14,8653,255,True,5639,993,0,1365,610,46
15x10n=6_Suguru-290,Suguru-290,15x10n=6,150,27,5.555555555555555,3,44,0.5119054999959189,45,10,487,17,True,251,90,0,136,10,0
15x10n=6_Suguru-660,Suguru-660,15x10n=6,150,26,5.769230769230769,3,43,1.1238597149931593,99,10,973,29,True,709,73,0,112,65,14
