,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dificuldade,dicas,tempo,nos_visitados,profundidade_maxima,total_podas,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
6x6_Suguru-1234,Suguru-1234,6x6,36,9,4.0,1,6,0.002099228999668412,0,0,47,0,True,26,4,4,8,5,0
6x6_Suguru-1300,Suguru-1300,6x6,36,9,4.0,1,8,0.0027113610003652866,0,0,40,0,True,21,7,4,8,0,0
6x6_Suguru-1339,Suguru-1339,6x6,36,8,4.5,1,7,0.0025946490000023914,0,0,35,0,True,23,6,0,6,0,0
6x6_Suguru-1346,Suguru-1346,6x6,36,9,4.0,1,6,0.0032142380000550475,0,0,40,0,True,23,7,4,6,0,0
6x6_Suguru-1408,Suguru-1408,6x6,36,8,4.5,1,9,0.0020190930003991525,0,0,37,0,True,24,3,4,3,3,0
6x6_Suguru-1420,Suguru-1420,6x6,36,8,4.5,1,6,0.0025520699996377516,0,0,36,0,True,23,7,2,4,0,0
6x6_Suguru-1476,Suguru-1476,6x6,36,8,4.5,1,7,0.0027931660001740966,0,0,37,0,True,23,6,2,6,0,0
6x6_Suguru-1527,Suguru-1527,6x6,36,8,4.5,1,6,0.0018484430001990404,0,0,40,0,True,22,8,6,4,0,0
6x6_Suguru-1530,Suguru-1530,6x6,36,9,4.0,1,7,0.002421829000013531,0,0,36,0,True,23,6,0,6,1,0
6x6_Suguru-13,Suguru-13,6x6,36,8,4.5,1,7,0.0026497640001252876,0,0,35,0,True,19,10,0,5,1,0
6x6_Suguru-17,Suguru-17,6x6,36,9,4.0,1,7,0.0022799159996793605,0,0,39,0,True,23,6,2,7,1,0
6x6_Suguru-21,Suguru-21,6x6,36,8,4.5,1,7,0.002349194000089483,0,0,41,0,True,23,6,0,4,3,5
6x6_Suguru-169,Suguru-169,6x6,36,8,4.5,1,6,0.002556083000399667,0,0,36,0,True,23,7,0,6,0,0
6x6_Suguru-202,Suguru-202,6x6,36,8,4.5,1,6,0.002462242000092374,0,0,38,0,True,24,6,0,6,2,0
6x6_Suguru-410,Suguru-410,6x6,36,9,4.0,1,8,0.0025506590000077267,0,0,33,0,True,17,11,0,5,0,0
6x6_Suguru-433,Suguru-433,6x6,36,8,4.5,1,8,0.0019574880002437567,0,0,34,0,True,22,6,2,3,1,0
6x6_Suguru-439,Suguru-439,6x6,36,8,4.5,1,8,0.0023155270000643213,0,0,33,0,True,20,8,0,4,1,0
6x6_Suguru-578,Suguru-578,6x6,36,8,4.5,1,5,0.002351909000026353,0,0,42,0,True,21,10,2,8,1,0
6x6_Suguru-601,Suguru-601,6x6,36,9,4.0,1,6,0.0022892090000823373,0,0,39,0,True,24,6,4,5,0,0
6x6_Suguru-619,Suguru-619,6x6,36,8,4.5,2,9,0.006320459000107803,4,1,42,0,True,31,7,1,3,0,0
6x6_Suguru-937,Suguru-937,6x6,36,8,4.5,1,5,0.0032372030000260565,0,0,42,0,True,25,6,7,4,0,0
6x6_Suguru-938,Suguru-938,6x6,36,8,4.5,1,7,0.0022765310000067984,0,0,44,0,True,23,6,6,7,2,0
6x6_Suguru-990,Suguru-990,6x6,36,8,4.5,1,6,0.002431879999676312,0,0,41,0,True,23,7,0,7,1,3
6x6_Suguru-994,Suguru-994,6x6,36,8,4.5,1,8,0.002494862999810721,0,0,36,0,True,22,6,4,4,0,0
6x6_Suguru-1058,Suguru-1058,6x6,36,8,4.5,1,6,0.0024794599999040656,0,0,39,0,True,24,6,0,8,1,0
6x6_Suguru-1282,Suguru-1282,6x6,36,8,4.5,1,10,0.003732149999905232,0,0,38,0,True,23,3,4,6,2,0
6x6_Suguru-1405,Suguru-1405,6x6,36,8,4.5,1,7,0.002790786999867123,0,0,39,0,True,23,6,6,4,0,0
6x6_Suguru-1518,Suguru-1518,6x6,36,8,4.5,1,8,0.002343543000279169,0,0,42,0,True,21,7,4,10,0,0
6x6_Suguru-112,Suguru-112,6x6,36,8,4.5,1,7,0.003174680000029184,0,0,38,0,True,24,5,5,4,0,0
6x6_Suguru-152,Suguru-152,6x6,36,8,4.5,1,4,0.0028193260000080045,0,0,39,0,True,22,10,3,4,0,0
6x6_Suguru-446,Suguru-446,6x6,36,8,4.5,1,5,0.0026573380000627367,0,0,48,0,True,23,8,13,4,0,0
6x6_Suguru-479,Suguru-479,6x6,36,9,4.0,1,8,0.002166851999845676,0,0,36,0,True,20,8,2,6,0,0
6x6_Suguru-499,Suguru-499,6x6,36,8,4.5,1,7,0.002363284999773896,0,0,38,0,True,24,5,0,7,2,0
6x6_Suguru-574,Suguru-574,6x6,36,8,4.5,1,9,0.0031726260003779316,0,0,32,0,True,17,10,2,3,0,0
6x6_Suguru-583,Suguru-583,6x6,36,9,4.0,1,7,0.002838383999915095,0,0,38,0,True,18,11,2,6,1,0
6x6_Suguru-786,Suguru-786,6x6,36,8,4.5,1,5,0.0028705230001833115,0,0,45,0,True,24,7,7,6,1,0
6x6_Suguru-825,Suguru-825,6x6,36,9,4.0,1,5,0.003361721999681322,0,0,41,0,True,24,7,2,5,0,3
6x6_Suguru-829,Suguru-829,6x6,36,8,4.5,1,7,0.002921660999618325,0,0,36,0,True,20,9,0,7,0,0
6x6_Suguru-878,Suguru-878,6x6,36,8,4.5,1,7,0.002908246000060899,0,0,39,0,True,22,7,3,6,1,0
6x6_Suguru-893,Suguru-893,6x6,36,8,4.5,1,7,0.003087471000071673,0,0,37,0,True,21,8,3,5,0,0
6x6_Suguru-947,Suguru-947,6x6,36,8,4.5,1,7,0.0023008839998510666,0,0,38,0,True,22,7,3,6,0,0
6x6_Suguru-1025,Suguru-1025,6x6,36,8,4.5,1,6,0.003473176000170497,0,0,41,0,True,20,10,4,6,1,0
6x6_Suguru-1026,Suguru-1026,6x6,36,8,4.5,1,6,0.0028246299998500035,0,0,38,0,True,23,7,1,7,0,0
6x6_Suguru-1148,Suguru-1148,6x6,36,8,4.5,1,10,0.0023583440001857525,0,0,34,0,True,22,4,0,4,4,0
6x6_Suguru-1244,Suguru-1244,6x6,36,8,4.5,1,6,0.0032229100002041378,0,0,41,0,True,23,7,4,6,1,0
6x6_Suguru-1257,Suguru-1257,6x6,36,8,4.5,1,7,0.0022569019997717987,0,0,35,0,True,23,6,1,3,2,0
6x6_Suguru-1344,Suguru-1344,6x6,36,8,4.5,1,5,0.0030692820000695065,0,0,43,0,True,21,10,0,7,5,0
6x6_Suguru-1373,Suguru-1373,6x6,36,8,4.5,1,6,0.0027090369999314134,0,0,40,0,True,24,6,6,4,0,0
6x6_Suguru-1525,Suguru-1525,6x6,36,8,4.5,2,9,0.003746123000382795,2,1,46,0,True,35,9,2,0,0,0
6x6_Suguru-1574,Suguru-1574,6x6,36,8,4.5,1,6,0.0031251460000021325,0,0,40,0,True,24,6,3,6,1,0
6x6_Suguru-47,Suguru-47,6x6,36,8,4.5,2,6,0.004509610000241082,2,1,56,0,True,39,7,2,5,2,1
6x6_Suguru-80,Suguru-80,6x6,36,8,4.5,1,8,0.0028443480000532873,0,0,36,0,True,23,5,6,2,0,0
6x6_Suguru-81,Suguru-81,6x6,36,8,4.5,1,7,0.002795349999814789,0,0,40,0,True,22,7,4,5,2,0
6x6_Suguru-115,Suguru-115,6x6,36,8,4.5,1,7,0.0028773920003004605,0,0,40,0,True,22,7,2,9,0,0
6x6_Suguru-198,Suguru-198,6x6,36,9,4.0,2,5,0.004050976000144146,1,1,38,0,True,23,6,6,3,0,0
6x6_Suguru-216,Suguru-216,6x6,36,8,4.5,2,8,0.01071865699987029,6,2,50,1,True,40,8,0,2,0,0
6x6_Suguru-271,Suguru-271,6x6,36,8,4.5,2,8,0.0041799370001172065,2,1,33,0,True,24,4,0,5,0,0
6x6_Suguru-375,Suguru-375,6x6,36,8,4.5,1,9,0.003719673999967199,0,0,33,0,True,22,5,3,2,0,1
6x6_Suguru-425,Suguru-425,6x6,36,9,4.0,2,8,0.0042849420001402905,2,1,35,0,True,25,5,4,1,0,0
6x6_Suguru-429,Suguru-429,6x6,36,8,4.5,2,8,0.011105219999990368,6,3,66,0,True,42,9,4,6,3,2
6x6_Suguru-465,Suguru-465,6x6,36,8,4.5,2,7,0.003104774999883375,1,1,32,0,True,19,8,2,3,0,0
6x6_Suguru-505,Suguru-505,6x6,36,9,4.0,2,5,0.005434272999991663,2,1,58,0,True,41,10,0,3,4,0
6x6_Suguru-604,Suguru-604,6x6,36,9,4.0,1,5,0.0025736990000950755,0,0,39,0,True,20,11,5,3,0,0
6x6_Suguru-660,Suguru-660,6x6,36,8,4.5,1,5,0.002867017999960808,0,0,42,0,True,20,11,6,4,1,0
6x6_Suguru-733,Suguru-733,6x6,36,8,4.5,1,7,0.0029849849997845013,0,0,41,0,True,20,9,4,8,0,0
6x6_Suguru-823,Suguru-823,6x6,36,8,4.5,1,7,0.002254199000162771,0,0,40,0,True,25,4,0,9,2,0
6x6_Suguru-857,Suguru-857,6x6,36,8,4.5,2,6,0.004988891999801126,2,1,55,0,True,37,8,0,10,0,0
6x6_Suguru-1076,Suguru-1076,6x6,36,9,4.0,1,6,0.002761818000180938,0,0,39,0,True,25,5,0,8,1,0
6x6_Suguru-1340,Suguru-1340,6x6,36,8,4.5,1,7,0.002782818000014231,0,0,42,0,True,21,8,6,7,0,0
6x6_Suguru-1348,Suguru-1348,6x6,36,9,4.0,2,5,0.010148352999749477,5,3,38,0,True,19,6,1,12,0,0
6x6_Suguru-1360,Suguru-1360,6x6,36,8,4.5,2,8,0.0029417850000754697,1,1,28,0,True,19,7,0,2,0,0
6x6_Suguru-1377,Suguru-1377,6x6,36,9,4.0,2,6,0.002941842999916844,1,1,29,0,True,23,5,0,1,0,0
6x6_Suguru-1419,Suguru-1419,6x6,36,8,4.5,1,8,0.00336904499999946,0,0,42,0,True,22,6,8,6,0,0
6x6_Suguru-1423,Suguru-1423,6x6,36,8,4.5,1,7,0.0027847510000356124,0,0,37,0,True,23,6,0,5,3,0
6x6_Suguru-1597,Suguru-1597,6x6,36,9,4.0,1,7,0.0029536199999711243,0,0,36,0,True,23,6,0,7,0,0
6x6_Suguru-36,Suguru-36,6x6,36,8,4.5,2,9,0.015644567000435927,9,4,75,1,True,40,3,7,25,0,0
6x6_Suguru-133,Suguru-133,6x6,36,8,4.5,2,7,0.0035397279998505837,1,1,35,0,True,21,6,0,8,0,0
6x6_Suguru-166,Suguru-166,6x6,36,8,4.5,2,9,0.004393770000206132,2,1,38,0,True,30,3,1,2,2,0
6x6_Suguru-215,Suguru-215,6x6,36,9,4.0,2,6,0.021569284000179323,12,5,69,3,True,47,7,9,4,1,1
6x6_Suguru-256,Suguru-256,6x6,36,8,4.5,2,6,0.006507992000024387,3,2,45,0,True,29,9,4,3,0,0
6x6_Suguru-297,Suguru-297,6x6,36,8,4.5,2,7,0.0034385429999019834,1,1,34,0,True,22,5,0,7,0,0
6x6_Suguru-466,Suguru-466,6x6,36,8,4.5,2,6,0.007174458000008599,4,2,41,0,True,26,9,0,5,1,0
6x6_Suguru-519,Suguru-519,6x6,36,8,4.5,2,8,0.0026861380001719226,1,1,36,0,True,21,5,4,5,1,0
6x6_Suguru-536,Suguru-536,6x6,36,9,4.0,2,6,0.010286160000305244,6,4,42,0,True,35,5,0,0,0,2
6x6_Suguru-560,Suguru-560,6x6,36,8,4.5,2,6,0.006323414000235061,3,3,25,0,True,17,6,0,2,0,0
6x6_Suguru-613,Suguru-613,6x6,36,9,4.0,2,7,0.004894691000117746,2,1,35,0,True,24,5,4,2,0,0
6x6_Suguru-693,Suguru-693,6x6,36,8,4.5,2,7,0.010091823000038858,6,4,52,0,True,38,7,4,3,0,0
6x6_Suguru-747,Suguru-747,6x6,36,8,4.5,1,7,0.0035513479997462127,0,0,38,0,True,21,8,4,2,0,3
6x6_Suguru-814,Suguru-814,6x6,36,9,4.0,1,6,0.0030968369997026457,0,0,39,0,True,23,7,5,4,0,0
6x6_Suguru-933,Suguru-933,6x6,36,8,4.5,2,6,0.0073569410001255164,3,1,78,0,True,52,17,0,3,6,0
6x6_Suguru-935,Suguru-935,6x6,36,8,4.5,2,7,0.035815354000078514,19,4,229,4,True,139,34,2,37,13,4
6x6_Suguru-972,Suguru-972,6x6,36,8,4.5,2,6,0.0031790739999451034,1,1,35,0,True,20,8,4,3,0,0
6x6_Suguru-989,Suguru-989,6x6,36,9,4.0,2,7,0.004978356999799871,2,1,46,0,True,25,11,0,9,1,0
6x6_Suguru-992,Suguru-992,6x6,36,8,4.5,3,7,0.009643026000048849,5,3,49,1,True,29,12,7,1,0,0
6x6_Suguru-1018,Suguru-1018,6x6,36,8,4.5,2,8,0.004472963999887725,2,2,34,0,True,22,2,4,6,0,0
6x6_Suguru-1020,Suguru-1020,6x6,36,8,4.5,2,8,0.009771948999969027,4,2,43,1,True,23,8,3,8,1,0
6x6_Suguru-1033,Suguru-1033,6x6,36,8,4.5,2,9,0.0046878279999873484,2,1,41,0,True,22,6,7,5,1,0
6x6_Suguru-1042,Suguru-1042,6x6,36,9,4.0,2,6,0.0036206999998285028,1,1,32,0,True,19,8,0,2,0,3
6x6_Suguru-1142,Suguru-1142,6x6,36,8,4.5,2,6,0.0057067370003096585,3,2,32,0,True,22,6,0,4,0,0
6x6_Suguru-1278,Suguru-1278,6x6,36,8,4.5,2,9,0.009126809000008507,4,2,32,1,True,21,5,0,6,0,0
6x6_Suguru-1304,Suguru-1304,6x6,36,8,4.5,2,6,0.0032604449997961638,1,1,36,0,True,22,6,2,5,1,0
6x6_Suguru-1503,Suguru-1503,6x6,36,8,4.5,2,7,0.025171383999804675,12,3,217,3,True,106,32,19,26,30,4
6x6_Suguru-1513,Suguru-1513,6x6,36,8,4.5,2,8,0.01152370499994504,5,3,39,2,True,21,11,0,7,0,0
6x6_Suguru-1522,Suguru-1522,6x6,36,9,4.0,2,6,0.004517736000252626,2,1,60,0,True,40,12,1,4,0,3
6x6_Suguru-9,Suguru-9,6x6,36,8,4.5,2,8,0.006301293000433361,2,1,35,0,True,23,6,2,4,0,0
6x6_Suguru-67,Suguru-67,6x6,36,8,4.5,2,6,0.008496500000092055,4,1,76,0,True,44,10,2,8,12,0
6x6_Suguru-84,Suguru-84,6x6,36,8,4.5,2,6,0.011347729000135587,6,3,88,1,True,60,6,4,14,4,0
6x6_Suguru-90,Suguru-90,6x6,36,8,4.5,2,6,0.0052239879996704985,2,2,33,0,True,20,6,4,3,0,0
6x6_Suguru-100,Suguru-100,6x6,36,8,4.5,2,6,0.008491103999858751,3,2,57,0,True,24,10,16,7,0,0
6x6_Suguru-113,Suguru-113,6x6,36,9,4.0,2,6,0.008557182000004104,4,2,49,0,True,32,11,0,4,0,2
6x6_Suguru-118,Suguru-118,6x6,36,8,4.5,2,6,0.012347531000159506,4,2,85,1,True,44,19,13,4,5,0
6x6_Suguru-148,Suguru-148,6x6,36,8,4.5,2,7,0.0036136690000603267,1,1,33,0,True,21,6,4,2,0,0
6x6_Suguru-161,Suguru-161,6x6,36,8,4.5,2,5,0.01756095800010371,6,2,124,1,True,61,16,2,14,13,18
6x6_Suguru-165,Suguru-165,6x6,36,9,4.0,2,7,0.021867273999760073,14,5,94,4,True,64,12,6,12,0,0
6x6_Suguru-210,Suguru-210,6x6,36,9,4.0,2,7,0.002487983999799326,1,1,33,0,True,23,4,2,4,0,0
6x6_Suguru-254,Suguru-254,6x6,36,8,4.5,2,8,0.004688113999691268,2,1,53,0,True,30,7,6,8,2,0
6x6_Suguru-281,Suguru-281,6x6,36,8,4.5,2,6,0.008706704000360332,4,3,47,0,True,30,9,1,1,6,0
6x6_Suguru-284,Suguru-284,6x6,36,9,4.0,2,4,0.004188388999864401,2,1,51,0,True,28,9,4,7,3,0
6x6_Suguru-368,Suguru-368,6x6,36,8,4.5,2,7,0.009535807000247587,5,3,51,0,True,29,11,2,6,3,0
6x6_Suguru-435,Suguru-435,6x6,36,8,4.5,2,9,0.004247011999723327,1,1,34,0,True,21,4,7,2,0,0
6x6_Suguru-443,Suguru-443,6x6,36,9,4.0,2,5,0.0055885619999571645,2,1,64,0,True,37,11,6,9,1,0
6x6_Suguru-448,Suguru-448,6x6,36,8,4.5,2,6,0.006063424000330997,2,1,60,0,True,30,9,8,8,2,3
6x6_Suguru-489,Suguru-489,6x6,36,9,4.0,2,7,0.0034111850000044797,1,1,29,0,True,19,8,0,2,0,0
6x6_Suguru-562,Suguru-562,6x6,36,8,4.5,2,8,0.00793921100012085,3,1,80,0,True,40,18,9,13,0,0
6x6_Suguru-611,Suguru-611,6x6,36,8,4.5,2,8,0.0038101380000625795,1,1,32,0,True,20,6,2,4,0,0
6x6_Suguru-618,Suguru-618,6x6,36,8,4.5,2,10,0.008355525999832025,4,2,52,0,True,38,9,2,3,0,0
6x6_Suguru-674,Suguru-674,6x6,36,9,4.0,2,5,0.005582496999977593,2,1,73,0,True,44,9,4,6,4,6
6x6_Suguru-680,Suguru-680,6x6,36,8,4.5,2,6,0.0035395660001995566,1,1,31,0,True,24,4,2,1,0,0
6x6_Suguru-696,Suguru-696,6x6,36,8,4.5,2,9,0.007047372999750223,4,2,50,0,True,37,7,4,2,0,0
6x6_Suguru-781,Suguru-781,6x6,36,8,4.5,2,7,0.004712977000053797,2,1,55,0,True,42,9,0,4,0,0
6x6_Suguru-798,Suguru-798,6x6,36,8,4.5,2,4,0.006969633999688085,2,1,71,0,True,46,11,2,7,5,0
6x6_Suguru-844,Suguru-844,6x6,36,9,4.0,2,5,0.006388229000094725,3,2,51,0,True,34,9,2,3,3,0
6x6_Suguru-860,Suguru-860,6x6,36,8,4.5,2,8,0.009664552999765874,6,3,39,0,True,32,5,0,2,0,0
6x6_Suguru-884,Suguru-884,6x6,36,8,4.5,2,7,0.009859609000159253,4,1,124,0,True,62,23,10,22,7,0
6x6_Suguru-887,Suguru-887,6x6,36,8,4.5,2,8,0.005507290999958059,3,2,56,0,True,35,7,2,6,3,3
6x6_Suguru-973,Suguru-973,6x6,36,8,4.5,2,7,0.008428806000210898,5,3,60,0,True,44,11,2,3,0,0
6x6_Suguru-1003,Suguru-1003,6x6,36,8,4.5,2,9,0.004442334000032133,2,1,40,0,True,29,8,3,0,0,0
6x6_Suguru-1064,Suguru-1064,6x6,36,9,4.0,2,5,0.007144541999878129,3,3,33,0,True,19,6,2,5,1,0
6x6_Suguru-1119,Suguru-1119,6x6,36,8,4.5,2,8,0.0054218310001488135,2,1,53,0,True,33,9,7,4,0,0
6x6_Suguru-1121,Suguru-1121,6x6,36,8,4.5,1,6,0.00387982300026124,0,0,41,0,True,22,8,5,6,0,0
6x6_Suguru-1127,Suguru-1127,6x6,36,8,4.5,2,3,0.009746407999955409,4,2,70,0,True,42,16,0,7,5,0
6x6_Suguru-1133,Suguru-1133,6x6,36,8,4.5,2,6,0.012303703999805293,6,3,60,0,True,45,7,2,3,0,3
6x6_Suguru-1141,Suguru-1141,6x6,36,9,4.0,2,9,0.0030753790001654124,1,1,32,0,True,20,5,0,5,2,0
6x6_Suguru-1177,Suguru-1177,6x6,36,8,4.5,2,5,0.010980368000218732,5,2,37,1,True,24,8,2,2,1,0
6x6_Suguru-1192,Suguru-1192,6x6,36,8,4.5,2,6,0.005854357999851345,3,1,43,0,True,26,9,0,7,1,0
6x6_Suguru-1255,Suguru-1255,6x6,36,8,4.5,1,8,0.0036448229998313764,0,0,38,0,True,21,7,2,6,2,0
6x6_Suguru-1261,Suguru-1261,6x6,36,8,4.5,2,7,0.0039148200003182865,1,1,31,0,True,21,6,2,2,0,0
6x6_Suguru-1325,Suguru-1325,6x6,36,8,4.5,2,9,0.0066431440000087605,3,2,32,0,True,21,5,0,5,1,0
6x6_Suguru-1335,Suguru-1335,6x6,36,9,4.0,2,7,0.004928719999952591,2,1,44,0,True,32,5,7,0,0,0
6x6_Suguru-1350,Suguru-1350,6x6,36,8,4.5,2,6,0.006163391999962187,3,2,31,0,True,22,6,1,0,2,0
6x6_Suguru-1359,Suguru-1359,6x6,36,8,4.5,2,8,0.0035481919999256206,1,1,38,0,True,21,5,6,3,3,0
6x6_Suguru-1431,Suguru-1431,6x6,36,9,4.0,2,5,0.006058664999727625,2,2,36,0,True,22,5,0,6,3,0
6x6_Suguru-1524,Suguru-1524,6x6,36,8,4.5,2,7,0.004539407000265783,2,1,36,0,True,23,6,0,5,0,2
6x6_Suguru-1538,Suguru-1538,6x6,36,8,4.5,2,7,0.006582944999991014,1,1,31,0,True,19,7,1,4,0,0
6x6_Suguru-1546,Suguru-1546,6x6,36,8,4.5,2,10,0.004598609999902692,2,1,36,0,True,24,4,4,4,0,0
6x6_Suguru-1547,Suguru-1547,6x6,36,8,4.5,2,7,0.005919960000028368,3,2,44,0,True,28,4,6,6,0,0
6x6_Suguru-1565,Suguru-1565,6x6,36,9,4.0,1,6,0.002617749999899388,0,0,43,0,True,23,7,4,9,0,0
6x6_Suguru-1566,Suguru-1566,6x6,36,9,4.0,2,4,0.00494446099992274,1,1,34,0,True,24,6,0,4,0,0
6x6_Suguru-48,Suguru-48,6x6,36,8,4.5,2,8,0.004310748999614589,2,1,43,0,True,35,4,0,3,1,0
6x6_Suguru-64,Suguru-64,6x6,36,8,4.5,2,8,0.010767101000055845,6,2,84,0,True,53,14,13,4,0,0
6x6_Suguru-138,Suguru-138,6x6,36,9,4.0,2,5,0.006109212999945157,3,2,47,0,True,28,6,0,5,5,3
6x6_Suguru-185,Suguru-185,6x6,36,9,4.0,2,7,0.006624104999900737,2,1,39,0,True,26,9,4,0,0,0
6x6_Suguru-218,Suguru-218,6x6,36,8,4.5,2,6,0.009857100999852264,5,3,49,0,True,31,4,7,7,0,0
6x6_Suguru-232,Suguru-232,6x6,36,8,4.5,2,7,0.015212844999950903,7,3,142,2,True,72,20,16,21,7,6
6x6_Suguru-331,Suguru-331,6x6,36,8,4.5,2,8,0.005363016000046628,2,1,35,0,True,27,3,0,4,0,1
6x6_Suguru-408,Suguru-408,6x6,36,8,4.5,2,8,0.004961825999998837,2,2,31,0,True,17,6,5,3,0,0
6x6_Suguru-456,Suguru-456,6x6,36,8,4.5,2,7,0.009957998999652773,4,3,53,0,True,31,11,6,5,0,0
6x6_Suguru-502,Suguru-502,6x6,36,8,4.5,2,8,0.008246438000242051,4,3,29,0,True,18,7,3,1,0,0
