,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dificuldade,dicas,tempo,nos_visitados,profundidade_maxima,total_podas,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
6x6_Suguru-367,Suguru-367,6x6,36,8,4.5,1,7,0.00250111300010758,0,0,34,0,True,23,6,0,5,0,0
6x6_Suguru-450,Suguru-450,6x6,36,8,4.5,1,8,0.0023839969999244204,0,0,34,0,True,18,10,0,6,0,0
6x6_Suguru-498,Suguru-498,6x6,36,8,4.5,1,9,0.0025268260001212184,0,0,36,0,True,21,6,4,5,0,0
6x6_Suguru-506,Suguru-506,6x6,36,9,4.0,1,7,0.002182341999741766,0,0,37,0,True,22,7,2,1,2,3
6x6_Suguru-532,Suguru-532,6x6,36,8,4.5,1,6,0.002218491999883554,0,0,35,0,True,22,8,4,1,0,0
6x6_Suguru-541,Suguru-541,6x6,36,8,4.5,1,8,0.0025800430003073416,0,0,34,0,True,20,8,2,3,1,0
6x6_Suguru-544,Suguru-544,6x6,36,8,4.5,1,10,0.0019436429997767846,0,0,33,0,True,23,3,0,6,1,0
6x6_Suguru-651,Suguru-651,6x6,36,8,4.5,1,7,0.002756947000307264,0,0,37,0,True,22,7,2,5,1,0
6x6_Suguru-675,Suguru-675,6x6,36,8,4.5,1,7,0.0023802700002306665,0,0,33,0,True,24,5,2,2,0,0
6x6_Suguru-797,Suguru-797,6x6,36,8,4.5,1,6,0.0023788319999766827,0,0,36,0,True,22,8,2,4,0,0
6x6_Suguru-803,Suguru-803,6x6,36,8,4.5,1,7,0.0034905450002042926,0,0,36,0,True,21,8,0,7,0,0
6x6_Suguru-838,Suguru-838,6x6,36,9,4.0,1,6,0.0023293610001928755,0,0,38,0,True,22,8,2,6,0,0
6x6_Suguru-1157,Suguru-1157,6x6,36,9,4.0,1,5,0.0022734099998160673,0,0,39,0,True,24,7,3,5,0,0
6x6_Suguru-1185,Suguru-1185,6x6,36,8,4.5,1,6,0.0029281629999786674,0,0,39,0,True,24,6,2,7,0,0
6x6_Suguru-1199,Suguru-1199,6x6,36,8,4.5,1,7,0.0024660340000082215,0,0,35,0,True,20,9,4,2,0,0
6x6_Suguru-1234,Suguru-1234,6x6,36,9,4.0,1,6,0.0018611620002957352,0,0,47,0,True,26,4,4,8,5,0
6x6_Suguru-1300,Suguru-1300,6x6,36,9,4.0,1,8,0.002806348999911279,0,0,40,0,True,21,7,4,8,0,0
6x6_Suguru-1339,Suguru-1339,6x6,36,8,4.5,1,7,0.002617970000301284,0,0,35,0,True,23,6,0,6,0,0
6x6_Suguru-1346,Suguru-1346,6x6,36,9,4.0,1,6,0.0029962759999762056,0,0,40,0,True,23,7,4,6,0,0
6x6_Suguru-1408,Suguru-1408,6x6,36,8,4.5,1,9,0.001942241000051581,0,0,37,0,True,24,3,4,3,3,0
6x6_Suguru-1420,Suguru-1420,6x6,36,8,4.5,1,6,0.0024523150000277383,0,0,36,0,True,23,7,2,4,0,0
6x6_Suguru-1476,Suguru-1476,6x6,36,8,4.5,1,7,0.002793455000301037,0,0,37,0,True,23,6,2,6,0,0
6x6_Suguru-1527,Suguru-1527,6x6,36,8,4.5,1,6,0.0018344850000175938,0,0,40,0,True,22,8,6,4,0,0
6x6_Suguru-1530,Suguru-1530,6x6,36,9,4.0,1,7,0.0024732649999350542,0,0,36,0,True,23,6,0,6,1,0
6x6_Suguru-13,Suguru-13,6x6,36,8,4.5,1,7,0.004454755999631743,0,0,35,0,True,19,10,0,5,1,0
6x6_Suguru-17,Suguru-17,6x6,36,9,4.0,1,7,0.0025322800001958967,0,0,39,0,True,23,6,2,7,1,0
6x6_Suguru-21,Suguru-21,6x6,36,8,4.5,1,7,0.0026173490000473976,0,0,41,0,True,23,6,0,4,3,5
6x6_Suguru-169,Suguru-169,6x6,36,8,4.5,1,6,0.00255568000011408,0,0,36,0,True,23,7,0,6,0,0
6x6_Suguru-202,Suguru-202,6x6,36,8,4.5,1,6,0.0032736900002419134,0,0,38,0,True,24,6,0,6,2,0
6x6_Suguru-410,Suguru-410,6x6,36,9,4.0,1,8,0.0026194449997092306,0,0,33,0,True,17,11,0,5,0,0
6x6_Suguru-433,Suguru-433,6x6,36,8,4.5,1,8,0.002062926999769843,0,0,34,0,True,22,6,2,3,1,0
6x6_Suguru-439,Suguru-439,6x6,36,8,4.5,1,8,0.0025357280001117033,0,0,33,0,True,20,8,0,4,1,0
6x6_Suguru-578,Suguru-578,6x6,36,8,4.5,1,5,0.002421584999865445,0,0,42,0,True,21,10,2,8,1,0
6x6_Suguru-601,Suguru-601,6x6,36,9,4.0,1,6,0.0028404820000105246,0,0,39,0,True,24,6,4,5,0,0
6x6_Suguru-619,Suguru-619,6x6,36,8,4.5,2,9,0.006854366999959893,4,2,45,0,True,32,6,3,4,0,0
6x6_Suguru-937,Suguru-937,6x6,36,8,4.5,1,5,0.00432535799973266,0,0,42,0,True,25,6,7,4,0,0
6x6_Suguru-938,Suguru-938,6x6,36,8,4.5,1,7,0.002655038999819226,0,0,44,0,True,23,6,6,7,2,0
