,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dicas,tempo,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
6x6_Suguru-1149,Suguru-1149,6x6,36,8,4.5,7,0.02291272500224295,5,True,76,13,8,14,0,0
6x6_Suguru-1158,Suguru-1158,6x6,36,8,4.5,7,0.027494043999467976,4,True,121,20,26,34,13,6
6x6_Suguru-1161,Suguru-1161,6x6,36,8,4.5,6,0.019323603999509942,1,True,90,17,5,20,3,2
6x6_Suguru-1168,Suguru-1168,6x6,36,9,4.0,6,0.008304357001179596,0,True,27,7,7,7,2,5
6x6_Suguru-1230,Suguru-1230,6x6,36,9,4.0,4,0.0061756790018989705,0,True,27,7,4,1,0,3
6x6_Suguru-1231,Suguru-1231,6x6,36,8,4.5,7,0.01120992500000284,1,True,56,12,12,6,0,0
6x6_Suguru-1323,Suguru-1323,6x6,36,8,4.5,6,0.01152007299970137,1,True,34,5,2,4,1,0
6x6_Suguru-1337,Suguru-1337,6x6,36,8,4.5,4,0.035077626002021134,5,True,216,48,26,43,8,3
6x6_Suguru-1363,Suguru-1363,6x6,36,8,4.5,5,0.008132435999868903,0,True,32,10,0,6,3,1
6x6_Suguru-1370,Suguru-1370,6x6,36,8,4.5,8,0.00742539999919245,0,True,25,11,3,8,0,0
6x6_Suguru-1383,Suguru-1383,6x6,36,8,4.5,5,0.006893722002132563,0,True,16,9,3,5,0,0
6x6_Suguru-1446,Suguru-1446,6x6,36,8,4.5,6,0.008673493000969756,0,True,37,9,5,9,7,0
6x6_Suguru-1477,Suguru-1477,6x6,36,8,4.5,7,0.010633866997523,0,True,76,11,7,12,10,0
6x6_Suguru-1488,Suguru-1488,6x6,36,8,4.5,7,0.005209268998441985,0,True,30,10,3,16,1,0
6x6_Suguru-1502,Suguru-1502,6x6,36,9,4.0,4,0.03941454900268582,11,True,164,28,14,25,21,0
6x6_Suguru-1556,Suguru-1556,6x6,36,8,4.5,8,0.0087821850029286,0,True,29,5,5,6,0,0
6x6_Suguru-1568,Suguru-1568,6x6,36,8,4.5,9,0.014132328000414418,2,True,58,11,10,13,0,0
6x6_Suguru-1575,Suguru-1575,6x6,36,8,4.5,8,0.005629407001833897,0,True,27,11,2,4,0,0
6x6_Suguru-1599,Suguru-1599,6x6,36,9,4.0,6,0.037121063000085996,7,True,142,35,13,12,10,3
6x6_Suguru-4,Suguru-4,6x6,36,9,4.0,6,0.004307882001739927,0,True,36,9,0,5,1,0
6x6_Suguru-39,Suguru-39,6x6,36,8,4.5,7,0.021911870000622002,3,True,91,25,28,17,15,24
6x6_Suguru-46,Suguru-46,6x6,36,8,4.5,7,0.03749851699831197,7,True,116,20,9,34,5,7
6x6_Suguru-51,Suguru-51,6x6,36,8,4.5,6,0.007584808001411147,0,True,27,10,0,5,3,1
6x6_Suguru-57,Suguru-57,6x6,36,9,4.0,5,0.0035668399978021625,0,True,22,7,0,6,0,0
6x6_Suguru-68,Suguru-68,6x6,36,8,4.5,6,0.021967273998598102,1,True,59,17,16,9,8,50
6x6_Suguru-85,Suguru-85,6x6,36,8,4.5,8,0.005148378997546388,0,True,16,5,0,1,0,0
6x6_Suguru-121,Suguru-121,6x6,36,8,4.5,4,0.017196232001879252,1,True,101,33,10,10,39,11
6x6_Suguru-140,Suguru-140,6x6,36,9,4.0,4,0.02191487100208178,1,True,77,23,9,18,7,14
6x6_Suguru-173,Suguru-173,6x6,36,8,4.5,7,0.00846752199868206,0,True,47,13,4,5,7,0
6x6_Suguru-181,Suguru-181,6x6,36,9,4.0,5,0.006793737000407418,0,True,21,8,0,6,2,0
6x6_Suguru-324,Suguru-324,6x6,36,8,4.5,5,0.007104878997779451,0,True,37,10,3,11,5,0
6x6_Suguru-325,Suguru-325,6x6,36,8,4.5,6,0.014159884001855971,1,True,52,12,5,6,6,0
6x6_Suguru-335,Suguru-335,6x6,36,9,4.0,6,0.008911559998523444,0,True,27,12,4,2,0,0
6x6_Suguru-337,Suguru-337,6x6,36,8,4.5,6,0.012580150996654993,0,True,23,5,12,5,4,2
6x6_Suguru-342,Suguru-342,6x6,36,8,4.5,7,0.015216155999951297,1,True,78,15,9,33,6,5
6x6_Suguru-361,Suguru-361,6x6,36,9,4.0,7,0.004785412002092926,0,True,19,8,2,2,0,3
6x6_Suguru-400,Suguru-400,6x6,36,8,4.5,7,0.020811837999644922,4,True,38,26,4,9,0,0
6x6_Suguru-495,Suguru-495,6x6,36,8,4.5,7,0.00551554599951487,0,True,17,6,2,3,0,0
6x6_Suguru-511,Suguru-511,6x6,36,8,4.5,5,0.04441404700264684,6,True,163,43,25,38,9,0
6x6_Suguru-521,Suguru-521,6x6,36,8,4.5,6,0.007224828001199057,0,True,21,11,0,5,0,0
6x6_Suguru-570,Suguru-570,6x6,36,8,4.5,6,0.012633408001420321,1,True,46,12,2,1,14,9
6x6_Suguru-598,Suguru-598,6x6,36,8,4.5,6,0.008489561998430872,0,True,32,7,14,7,3,0
6x6_Suguru-622,Suguru-622,6x6,36,8,4.5,4,0.02735372700044536,3,True,89,7,41,23,5,1
6x6_Suguru-641,Suguru-641,6x6,36,8,4.5,6,0.01969137899868656,2,True,57,16,0,3,0,3
6x6_Suguru-664,Suguru-664,6x6,36,8,4.5,7,0.012008947000140324,0,True,34,8,0,2,0,0
6x6_Suguru-667,Suguru-667,6x6,36,8,4.5,6,0.010868254001252353,0,True,53,17,9,14,19,0
6x6_Suguru-695,Suguru-695,6x6,36,8,4.5,5,0.009724887997435872,0,True,63,23,8,14,5,0
6x6_Suguru-699,Suguru-699,6x6,36,8,4.5,7,0.020127659998252057,1,True,89,14,41,12,26,0
6x6_Suguru-700,Suguru-700,6x6,36,8,4.5,5,0.006874178998259595,0,True,25,6,3,5,0,0
6x6_Suguru-718,Suguru-718,6x6,36,8,4.5,8,0.013504989998182282,2,True,47,18,2,8,0,0
6x6_Suguru-723,Suguru-723,6x6,36,8,4.5,6,0.013722517000132939,1,True,74,25,8,11,8,1
6x6_Suguru-749,Suguru-749,6x6,36,8,4.5,8,0.011468974000308663,1,True,56,21,13,14,0,0
6x6_Suguru-761,Suguru-761,6x6,36,8,4.5,6,0.008650383999338374,0,True,26,8,6,6,0,0
6x6_Suguru-794,Suguru-794,6x6,36,8,4.5,6,0.011382189000869403,0,True,69,19,9,20,2,0
6x6_Suguru-834,Suguru-834,6x6,36,8,4.5,6,0.10836984499837854,20,True,520,91,82,148,174,10
6x6_Suguru-872,Suguru-872,6x6,36,8,4.5,6,0.009914488000504207,0,True,29,12,7,1,8,0
6x6_Suguru-894,Suguru-894,6x6,36,8,4.5,7,0.009039655000378843,0,True,24,5,0,5,2,2
6x6_Suguru-920,Suguru-920,6x6,36,8,4.5,5,0.009679337999841664,0,True,38,11,4,6,6,2
6x6_Suguru-943,Suguru-943,6x6,36,8,4.5,6,0.006859796998469392,0,True,21,6,9,4,0,0
6x6_Suguru-951,Suguru-951,6x6,36,9,4.0,5,0.02110803500181646,4,True,77,11,15,15,3,0
6x6_Suguru-983,Suguru-983,6x6,36,8,4.5,6,0.011005200001818594,1,True,26,5,2,0,0,0
6x6_Suguru-987,Suguru-987,6x6,36,9,4.0,5,0.012207195999508258,1,True,32,8,0,14,0,0
6x6_Suguru-995,Suguru-995,6x6,36,8,4.5,8,0.006096393000916578,0,True,24,3,6,8,2,8
6x6_Suguru-999,Suguru-999,6x6,36,8,4.5,6,0.008805182998912642,0,True,60,23,0,16,0,2
6x6_Suguru-1006,Suguru-1006,6x6,36,8,4.5,5,0.006385175998730119,0,True,43,9,6,5,6,0
6x6_Suguru-1007,Suguru-1007,6x6,36,9,4.0,5,0.009069190997252008,1,True,33,5,0,3,0,0
6x6_Suguru-1008,Suguru-1008,6x6,36,9,4.0,5,0.03173991199946613,5,True,141,39,27,48,23,3
6x6_Suguru-1036,Suguru-1036,6x6,36,9,4.0,5,0.005595660000835778,0,True,17,5,0,4,0,0
6x6_Suguru-1095,Suguru-1095,6x6,36,8,4.5,8,0.008295020001241937,0,True,73,13,1,10,0,0
6x6_Suguru-1112,Suguru-1112,6x6,36,8,4.5,6,0.013013675998081453,0,True,52,10,6,4,1,0
6x6_Suguru-1118,Suguru-1118,6x6,36,8,4.5,5,0.032449247999466024,6,True,96,33,26,44,4,8
6x6_Suguru-1120,Suguru-1120,6x6,36,8,4.5,6,0.005937352998444112,0,True,30,11,4,5,3,1
6x6_Suguru-1143,Suguru-1143,6x6,36,8,4.5,7,0.005994903000100749,0,True,31,8,6,6,0,0
6x6_Suguru-1178,Suguru-1178,6x6,36,8,4.5,6,0.009424340998521075,1,True,41,9,0,4,0,0
6x6_Suguru-1186,Suguru-1186,6x6,36,8,4.5,7,0.011828316997707589,1,True,36,9,1,1,2,12
6x6_Suguru-1212,Suguru-1212,6x6,36,9,4.0,6,0.006312117999186739,0,True,17,11,0,6,0,0
6x6_Suguru-1233,Suguru-1233,6x6,36,8,4.5,6,0.01850156200089259,2,True,59,21,11,6,0,9
6x6_Suguru-1241,Suguru-1241,6x6,36,8,4.5,7,0.005599514999630628,0,True,15,7,0,3,0,0
6x6_Suguru-1276,Suguru-1276,6x6,36,9,4.0,6,0.010486586001206888,0,True,12,6,1,0,0,0
6x6_Suguru-1375,Suguru-1375,6x6,36,8,4.5,6,0.021589394000329776,1,True,76,28,4,1,3,0
6x6_Suguru-1406,Suguru-1406,6x6,36,9,4.0,4,0.012560647999634966,1,True,40,9,0,6,0,0
6x6_Suguru-1407,Suguru-1407,6x6,36,9,4.0,6,0.005968081997707486,0,True,39,9,0,2,0,0
6x6_Suguru-1410,Suguru-1410,6x6,36,9,4.0,6,0.016523436999705154,0,True,47,15,12,11,7,0
6x6_Suguru-1411,Suguru-1411,6x6,36,9,4.0,2,0.03421352900113561,2,True,222,78,9,86,26,0
6x6_Suguru-1473,Suguru-1473,6x6,36,8,4.5,6,0.027361565000319388,3,True,50,14,2,13,12,0
6x6_Suguru-1475,Suguru-1475,6x6,36,8,4.5,6,0.007388378999166889,0,True,18,8,4,2,0,0
6x6_Suguru-1483,Suguru-1483,6x6,36,8,4.5,6,0.018778228000883246,2,True,47,25,9,24,3,0
6x6_Suguru-1536,Suguru-1536,6x6,36,8,4.5,8,0.017636168999160873,1,True,118,22,0,18,12,0
6x6_Suguru-1569,Suguru-1569,6x6,36,8,4.5,7,0.009846275999734644,0,True,52,16,2,11,0,0
6x6_Suguru-1586,Suguru-1586,6x6,36,8,4.5,6,0.010710606002248824,0,True,41,12,0,6,2,0
6x6_Suguru-1592,Suguru-1592,6x6,36,8,4.5,6,0.020079655998415546,3,True,89,16,10,15,6,0
6x6_Suguru-14,Suguru-14,6x6,36,8,4.5,5,0.027673251999658532,4,True,161,10,15,25,6,6
6x6_Suguru-22,Suguru-22,6x6,36,9,4.0,4,0.01856279099956737,5,True,30,11,0,5,0,11
6x6_Suguru-29,Suguru-29,6x6,36,8,4.5,4,0.009389236001879908,1,True,33,9,3,1,6,0
6x6_Suguru-79,Suguru-79,6x6,36,8,4.5,7,0.0071040709990484174,0,True,36,13,4,9,2,0
6x6_Suguru-86,Suguru-86,6x6,36,8,4.5,6,0.009074405999854207,0,True,68,15,29,16,2,0
6x6_Suguru-127,Suguru-127,6x6,36,9,4.0,4,0.010236677000648342,0,True,44,12,4,3,6,0
6x6_Suguru-167,Suguru-167,6x6,36,8,4.5,9,0.007829597001546063,0,True,23,5,7,2,0,0
6x6_Suguru-171,Suguru-171,6x6,36,8,4.5,7,0.011812582000857219,0,True,40,15,13,2,14,0
6x6_Suguru-188,Suguru-188,6x6,36,8,4.5,6,0.0057127800027956255,0,True,23,6,4,5,1,0
6x6_Suguru-243,Suguru-243,6x6,36,8,4.5,7,0.011566019002202665,1,True,36,15,6,2,3,0
6x6_Suguru-303,Suguru-303,6x6,36,8,4.5,7,0.012507704999734415,0,True,42,10,13,9,11,0
6x6_Suguru-323,Suguru-323,6x6,36,9,4.0,8,0.011605797000811435,0,True,46,9,4,1,2,1
6x6_Suguru-334,Suguru-334,6x6,36,8,4.5,6,0.003838954002276296,0,True,22,5,0,5,0,0
6x6_Suguru-405,Suguru-405,6x6,36,9,4.0,6,0.00404729900037637,0,True,19,9,2,6,0,0
6x6_Suguru-411,Suguru-411,6x6,36,8,4.5,6,0.009714500996778952,0,True,84,16,6,23,4,0
6x6_Suguru-418,Suguru-418,6x6,36,9,4.0,5,0.008302828999148915,0,True,29,10,17,11,0,0
6x6_Suguru-419,Suguru-419,6x6,36,9,4.0,5,0.021340617000532802,3,True,68,28,6,19,9,0
6x6_Suguru-478,Suguru-478,6x6,36,9,4.0,5,0.02175658599662711,5,True,83,16,6,4,1,0
6x6_Suguru-484,Suguru-484,6x6,36,8,4.5,6,0.004645324999728473,0,True,17,7,4,2,0,0
6x6_Suguru-487,Suguru-487,6x6,36,8,4.5,6,0.01399233900156105,0,True,105,30,3,12,14,14
6x6_Suguru-524,Suguru-524,6x6,36,8,4.5,7,0.009499178999249125,0,True,55,14,11,9,3,0
6x6_Suguru-558,Suguru-558,6x6,36,8,4.5,6,0.020310058000177378,5,True,80,36,6,20,0,6
6x6_Suguru-573,Suguru-573,6x6,36,8,4.5,8,0.015836998998565832,3,True,39,20,4,7,3,2
6x6_Suguru-584,Suguru-584,6x6,36,8,4.5,5,0.007559936999314232,1,True,43,10,6,5,2,0
6x6_Suguru-585,Suguru-585,6x6,36,9,4.0,4,0.016919655998208327,1,True,74,26,16,7,13,0
6x6_Suguru-597,Suguru-597,6x6,36,9,4.0,5,0.017877261998364702,1,True,86,24,14,16,0,0
6x6_Suguru-628,Suguru-628,6x6,36,9,4.0,4,0.008702184997673612,0,True,50,16,11,9,6,0
6x6_Suguru-653,Suguru-653,6x6,36,9,4.0,5,0.019798640998487826,3,True,109,22,8,18,10,0
6x6_Suguru-672,Suguru-672,6x6,36,8,4.5,8,0.006657198999164393,0,True,22,8,5,10,1,0
6x6_Suguru-682,Suguru-682,6x6,36,8,4.5,7,0.009692939998785732,0,True,33,10,5,5,0,0
6x6_Suguru-686,Suguru-686,6x6,36,9,4.0,6,0.012696459001745097,1,True,57,15,5,9,17,6
6x6_Suguru-712,Suguru-712,6x6,36,8,4.5,7,0.008294617997307796,0,True,61,8,2,4,2,2
6x6_Suguru-750,Suguru-750,6x6,36,8,4.5,6,0.014448955000261776,2,True,37,22,2,7,3,0
6x6_Suguru-753,Suguru-753,6x6,36,8,4.5,5,0.013048955999693135,1,True,23,15,10,10,1,0
6x6_Suguru-812,Suguru-812,6x6,36,8,4.5,5,0.020136964001721935,2,True,43,37,8,17,12,8
6x6_Suguru-846,Suguru-846,6x6,36,8,4.5,5,0.012639167001907481,0,True,36,9,2,12,3,0
6x6_Suguru-888,Suguru-888,6x6,36,8,4.5,8,0.005072738997114357,0,True,31,10,2,5,0,0
6x6_Suguru-907,Suguru-907,6x6,36,9,4.0,4,0.014876266002829652,1,True,83,15,32,5,0,0
6x6_Suguru-952,Suguru-952,6x6,36,8,4.5,6,0.012726743996609002,0,True,29,7,0,20,2,0
6x6_Suguru-1000,Suguru-1000,6x6,36,8,4.5,6,0.01635958800034132,0,True,83,16,14,28,17,0
6x6_Suguru-1001,Suguru-1001,6x6,36,8,4.5,7,0.008724177001568023,0,True,50,12,6,10,20,1
6x6_Suguru-1079,Suguru-1079,6x6,36,8,4.5,3,0.02331972500178381,2,True,63,23,39,29,17,6
6x6_Suguru-1132,Suguru-1132,6x6,36,8,4.5,6,0.007894611000665464,0,True,22,10,8,6,0,3
6x6_Suguru-1145,Suguru-1145,6x6,36,9,4.0,6,0.009793021003133617,0,True,40,10,4,6,0,0
6x6_Suguru-1146,Suguru-1146,6x6,36,8,4.5,6,0.006618274001084501,0,True,18,6,0,3,2,0
6x6_Suguru-1225,Suguru-1225,6x6,36,8,4.5,6,0.00509282799976063,0,True,22,10,0,5,0,0
6x6_Suguru-1258,Suguru-1258,6x6,36,8,4.5,5,0.010417939000035403,1,True,43,11,0,3,6,0
6x6_Suguru-1274,Suguru-1274,6x6,36,8,4.5,6,0.018190131999290315,0,True,61,13,0,17,3,0
6x6_Suguru-1291,Suguru-1291,6x6,36,8,4.5,5,0.028642527999181766,4,True,108,43,7,10,3,0
6x6_Suguru-1292,Suguru-1292,6x6,36,8,4.5,8,0.004839502998947864,0,True,18,3,0,0,0,0
6x6_Suguru-1324,Suguru-1324,6x6,36,8,4.5,7,0.015030862003186485,2,True,87,21,0,5,0,0
6x6_Suguru-1354,Suguru-1354,6x6,36,9,4.0,4,0.012588911002239911,1,True,56,14,0,12,10,3
6x6_Suguru-1362,Suguru-1362,6x6,36,8,4.5,6,0.020720836000691634,0,True,145,22,19,36,24,0
6x6_Suguru-1376,Suguru-1376,6x6,36,8,4.5,7,0.010996343997248914,2,True,46,9,2,5,0,0
6x6_Suguru-1422,Suguru-1422,6x6,36,8,4.5,6,0.049566165998840006,3,True,90,23,22,21,6,8
6x6_Suguru-1429,Suguru-1429,6x6,36,8,4.5,7,0.0131726930012519,0,True,40,10,4,3,7,0
6x6_Suguru-1442,Suguru-1442,6x6,36,8,4.5,5,0.03144837800209643,2,True,113,30,52,30,16,8
6x6_Suguru-1468,Suguru-1468,6x6,36,9,4.0,6,0.010396854002465261,1,True,22,7,3,4,1,0
6x6_Suguru-1516,Suguru-1516,6x6,36,8,4.5,5,0.010832436997588957,0,True,17,8,0,13,1,0
6x6_Suguru-1540,Suguru-1540,6x6,36,8,4.5,6,0.008267919001809787,1,True,15,5,2,5,0,0
6x6_Suguru-1549,Suguru-1549,6x6,36,8,4.5,6,0.00926052599970717,0,True,46,8,0,8,2,0
6x6_Suguru-1555,Suguru-1555,6x6,36,8,4.5,8,0.02239803100019344,3,True,84,21,7,42,0,0
6x6_Suguru-1594,Suguru-1594,6x6,36,8,4.5,6,0.03179153599921847,6,True,138,20,4,12,8,6
6x6_Suguru-32,Suguru-32,6x6,36,9,4.0,4,0.020283332996768877,3,True,55,10,2,12,11,1
6x6_Suguru-38,Suguru-38,6x6,36,8,4.5,7,0.00599758499811287,0,True,38,9,4,8,3,0
6x6_Suguru-73,Suguru-73,6x6,36,8,4.5,7,0.00840680300098029,0,True,46,18,2,10,7,0
6x6_Suguru-87,Suguru-87,6x6,36,9,4.0,4,0.009343317997263512,0,True,33,9,7,2,10,0
6x6_Suguru-93,Suguru-93,6x6,36,8,4.5,7,0.01666302000012365,2,True,67,16,0,11,6,0
6x6_Suguru-106,Suguru-106,6x6,36,9,4.0,4,0.007160106000810629,0,True,17,9,0,4,1,0
6x6_Suguru-107,Suguru-107,6x6,36,8,4.5,5,0.036290084000938805,4,True,167,45,10,37,54,2
6x6_Suguru-108,Suguru-108,6x6,36,9,4.0,4,0.017497067001386313,1,True,74,24,20,10,41,0
6x6_Suguru-119,Suguru-119,6x6,36,8,4.5,6,0.04587372799869627,7,True,177,35,23,31,5,0
6x6_Suguru-123,Suguru-123,6x6,36,8,4.5,8,0.006739756001479691,0,True,37,6,2,5,2,1
6x6_Suguru-144,Suguru-144,6x6,36,8,4.5,6,0.007032905999949435,0,True,34,6,8,3,0,0
6x6_Suguru-217,Suguru-217,6x6,36,8,4.5,5,0.009532982996461214,0,True,26,8,1,3,0,0
6x6_Suguru-245,Suguru-245,6x6,36,8,4.5,8,0.004892250999546377,0,True,18,6,2,1,0,0
6x6_Suguru-300,Suguru-300,6x6,36,9,4.0,6,0.0053819310014660005,0,True,22,6,0,4,1,0
6x6_Suguru-341,Suguru-341,6x6,36,9,4.0,4,0.006282647998887114,0,True,22,4,10,9,2,0
6x6_Suguru-373,Suguru-373,6x6,36,8,4.5,7,0.020549794997350546,3,True,40,18,3,11,0,0
6x6_Suguru-376,Suguru-376,6x6,36,8,4.5,7,0.043516597001143964,10,True,158,38,1,28,5,4
6x6_Suguru-383,Suguru-383,6x6,36,8,4.5,8,0.01142581099702511,1,True,45,8,2,4,0,1
6x6_Suguru-389,Suguru-389,6x6,36,9,4.0,4,0.009220240001013735,0,True,27,6,3,7,0,0
6x6_Suguru-396,Suguru-396,6x6,36,9,4.0,6,0.011393112999940058,0,True,27,10,1,3,0,0
6x6_Suguru-451,Suguru-451,6x6,36,8,4.5,8,0.014657732001069235,2,True,50,18,7,7,3,2
6x6_Suguru-454,Suguru-454,6x6,36,8,4.5,6,0.005788737998955185,0,True,21,6,4,10,2,20
6x6_Suguru-515,Suguru-515,6x6,36,8,4.5,5,0.009292905000620522,1,True,24,7,2,1,0,0
6x6_Suguru-518,Suguru-518,6x6,36,8,4.5,8,0.00843859500309918,0,True,29,8,12,2,0,0
6x6_Suguru-539,Suguru-539,6x6,36,8,4.5,6,0.011896836000232724,1,True,35,19,9,15,1,0
6x6_Suguru-545,Suguru-545,6x6,36,8,4.5,5,0.036453734999668086,8,True,99,22,3,23,6,10
6x6_Suguru-575,Suguru-575,6x6,36,8,4.5,7,0.0035490629998093937,0,True,22,4,0,3,4,0
6x6_Suguru-602,Suguru-602,6x6,36,8,4.5,6,0.022723968999343924,4,True,91,42,2,10,17,1
6x6_Suguru-620,Suguru-620,6x6,36,9,4.0,5,0.005302957997628255,0,True,26,10,6,7,5,0
6x6_Suguru-650,Suguru-650,6x6,36,8,4.5,7,0.02455967499918188,6,True,116,28,4,14,0,0
6x6_Suguru-658,Suguru-658,6x6,36,8,4.5,7,0.006345928999508033,0,True,28,9,4,1,0,0
6x6_Suguru-688,Suguru-688,6x6,36,9,4.0,5,0.0062937199982116,0,True,18,7,2,3,0,0
6x6_Suguru-710,Suguru-710,6x6,36,8,4.5,6,0.00924633099930361,0,True,33,6,4,6,1,0
6x6_Suguru-722,Suguru-722,6x6,36,9,4.0,4,0.00938424600099097,1,True,33,14,4,7,3,0
6x6_Suguru-728,Suguru-728,6x6,36,8,4.5,6,0.009084246998099843,0,True,61,12,2,5,15,0
6x6_Suguru-758,Suguru-758,6x6,36,9,4.0,4,0.06134474099962972,11,True,206,30,7,58,74,26
6x6_Suguru-789,Suguru-789,6x6,36,8,4.5,8,0.015965008999046404,1,True,52,14,3,4,6,2
6x6_Suguru-807,Suguru-807,6x6,36,8,4.5,7,0.015668879001168534,1,True,91,28,2,13,4,4
6x6_Suguru-817,Suguru-817,6x6,36,8,4.5,7,0.025655770001321798,2,True,134,19,12,49,6,0
6x6_Suguru-922,Suguru-922,6x6,36,9,4.0,7,0.0058479599974816665,0,True,32,9,3,11,0,0
6x6_Suguru-928,Suguru-928,6x6,36,8,4.5,6,0.003783438998652855,0,True,19,9,2,5,1,0
6x6_Suguru-955,Suguru-955,6x6,36,8,4.5,7,0.011115168999822345,0,True,17,7,10,8,0,0
6x6_Suguru-959,Suguru-959,6x6,36,8,4.5,5,0.009595867999451002,1,True,49,10,4,13,10,2
6x6_Suguru-984,Suguru-984,6x6,36,8,4.5,6,0.027647685001284117,3,True,123,31,7,30,1,2
6x6_Suguru-993,Suguru-993,6x6,36,8,4.5,6,0.026557558001513826,2,True,98,24,10,11,9,0
6x6_Suguru-997,Suguru-997,6x6,36,8,4.5,7,0.006828386998677161,0,True,58,12,2,10,15,0
6x6_Suguru-1030,Suguru-1030,6x6,36,8,4.5,6,0.016927683998801513,3,True,100,16,8,17,2,0
6x6_Suguru-1035,Suguru-1035,6x6,36,8,4.5,6,0.011881717000505887,1,True,38,11,4,2,0,3
6x6_Suguru-1037,Suguru-1037,6x6,36,8,4.5,6,0.033803035999881104,5,True,134,35,23,45,16,6
6x6_Suguru-1051,Suguru-1051,6x6,36,8,4.5,7,0.010635212998749921,0,True,65,14,2,8,8,3
6x6_Suguru-1061,Suguru-1061,6x6,36,8,4.5,7,0.013273397002194542,2,True,50,16,2,17,0,5
6x6_Suguru-1067,Suguru-1067,6x6,36,8,4.5,5,0.05856609600232332,11,True,202,40,7,63,7,0
6x6_Suguru-1071,Suguru-1071,6x6,36,8,4.5,5,0.020923205000144662,2,True,90,32,16,14,22,2
6x6_Suguru-1083,Suguru-1083,6x6,36,8,4.5,7,0.012429577000148129,0,True,45,14,6,11,0,0
6x6_Suguru-1166,Suguru-1166,6x6,36,8,4.5,5,0.007915580001281342,0,True,35,13,4,5,0,0
6x6_Suguru-1248,Suguru-1248,6x6,36,8,4.5,4,0.07684124500156031,15,True,305,48,90,56,56,3
6x6_Suguru-1283,Suguru-1283,6x6,36,9,4.0,4,0.04479165999873658,3,True,180,65,48,121,11,6
6x6_Suguru-1317,Suguru-1317,6x6,36,9,4.0,6,0.014647490999777801,2,True,51,10,2,8,0,0
6x6_Suguru-1319,Suguru-1319,6x6,36,8,4.5,8,0.014792301000852603,1,True,63,10,14,22,0,0
6x6_Suguru-1343,Suguru-1343,6x6,36,9,4.0,5,0.02077435299725039,0,True,93,24,13,17,23,7
6x6_Suguru-1361,Suguru-1361,6x6,36,8,4.5,7,0.012351045999821508,0,True,72,19,14,10,1,6
6x6_Suguru-1391,Suguru-1391,6x6,36,9,4.0,5,0.018854878002457554,1,True,65,19,7,21,12,4
6x6_Suguru-1413,Suguru-1413,6x6,36,8,4.5,7,0.010884587001783075,0,True,31,8,4,2,3,0
6x6_Suguru-1415,Suguru-1415,6x6,36,9,4.0,4,0.011951528998906724,1,True,36,10,0,6,0,0
6x6_Suguru-1418,Suguru-1418,6x6,36,9,4.0,4,0.005803519001347013,0,True,18,9,4,5,0,0
6x6_Suguru-1433,Suguru-1433,6x6,36,8,4.5,6,0.004792494000867009,0,True,16,6,0,1,0,0
6x6_Suguru-1448,Suguru-1448,6x6,36,8,4.5,6,0.013305207001394592,0,True,53,13,0,13,6,10
6x6_Suguru-1454,Suguru-1454,6x6,36,9,4.0,5,0.015909452999039786,1,True,36,7,7,7,0,9
6x6_Suguru-1512,Suguru-1512,6x6,36,9,4.0,5,0.015932583999529015,0,True,81,22,13,15,6,0
6x6_Suguru-1532,Suguru-1532,6x6,36,8,4.5,5,0.00907564299996011,1,True,27,14,2,4,0,6
6x6_Suguru-1545,Suguru-1545,6x6,36,8,4.5,6,0.008993020001071272,0,True,25,8,2,0,3,0
6x6_Suguru-1576,Suguru-1576,6x6,36,8,4.5,7,0.004761019001307432,0,True,16,9,7,4,0,0
6x6_Suguru-1596,Suguru-1596,6x6,36,9,4.0,4,0.007451464000041597,1,True,33,9,4,1,0,3
6x6_Suguru-30,Suguru-30,6x6,36,9,4.0,5,0.0151781780004967,1,True,56,18,2,14,22,4
6x6_Suguru-70,Suguru-70,6x6,36,8,4.5,8,0.012575123000715394,1,True,24,10,0,11,0,0
6x6_Suguru-72,Suguru-72,6x6,36,9,4.0,4,0.010239644998364383,0,True,22,9,16,11,3,0
6x6_Suguru-151,Suguru-151,6x6,36,8,4.5,5,0.021349740000005113,1,True,86,19,6,22,16,2
6x6_Suguru-178,Suguru-178,6x6,36,8,4.5,6,0.00858221499947831,1,True,35,8,0,3,5,0
6x6_Suguru-207,Suguru-207,6x6,36,8,4.5,8,0.00836241599972709,0,True,35,5,0,3,2,3
6x6_Suguru-230,Suguru-230,6x6,36,8,4.5,7,0.0426319539983524,8,True,207,35,16,31,11,1
6x6_Suguru-385,Suguru-385,6x6,36,9,4.0,4,0.008804656001302646,0,True,28,12,9,14,0,1
6x6_Suguru-391,Suguru-391,6x6,36,8,4.5,8,0.01224261899915291,0,True,48,15,6,15,2,0
6x6_Suguru-431,Suguru-431,6x6,36,8,4.5,8,0.010406567002064548,1,True,52,11,2,9,0,0
6x6_Suguru-490,Suguru-490,6x6,36,9,4.0,5,0.013465276999340858,0,True,17,8,8,7,9,0
6x6_Suguru-527,Suguru-527,6x6,36,9,4.0,7,0.0030479190027108416,0,True,22,5,11,5,0,3
6x6_Suguru-529,Suguru-529,6x6,36,8,4.5,5,0.02284961500117788,1,True,97,21,5,12,20,1
