,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dicas,tempo,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
8x8_Suguru-1563,Suguru-1563,8x8,64,14,4.571428571428571,11,0.14913901100226212,22,True,301,65,87,103,20,1
8x8_Suguru-77,Suguru-77,8x8,64,14,4.571428571428571,10,0.01451962899955106,0,True,59,20,7,9,0,0
8x8_Suguru-98,Suguru-98,8x8,64,15,4.266666666666667,9,0.03990180300024804,0,True,56,13,12,14,0,21
8x8_Suguru-153,Suguru-153,8x8,64,13,4.923076923076923,11,0.03814081000018632,1,True,63,25,3,22,1,0
8x8_Suguru-161,Suguru-161,8x8,64,14,4.571428571428571,10,0.017186484001285862,0,True,37,9,4,8,1,0
8x8_Suguru-220,Suguru-220,8x8,64,14,4.571428571428571,15,0.02424678399984259,0,True,43,12,3,8,1,0
8x8_Suguru-226,Suguru-226,8x8,64,14,4.571428571428571,12,0.034031963001325494,0,True,117,26,32,10,7,0
8x8_Suguru-267,Suguru-267,8x8,64,15,4.266666666666667,8,0.01878381699862075,1,True,71,21,4,10,4,1
8x8_Suguru-313,Suguru-313,8x8,64,14,4.571428571428571,9,0.03322205400036182,0,True,84,12,10,14,22,5
8x8_Suguru-342,Suguru-342,8x8,64,14,4.571428571428571,11,0.04277253399777692,3,True,133,29,28,35,21,0
8x8_Suguru-477,Suguru-477,8x8,64,13,4.923076923076923,11,0.0286566100003256,0,True,108,35,11,14,7,3
8x8_Suguru-505,Suguru-505,8x8,64,14,4.571428571428571,10,0.014178544999595033,0,True,48,15,10,15,5,2
8x8_Suguru-507,Suguru-507,8x8,64,13,4.923076923076923,12,0.028059299002052285,0,True,46,10,4,8,5,10
8x8_Suguru-508,Suguru-508,8x8,64,14,4.571428571428571,10,0.023041978001856478,1,True,48,21,12,8,5,0
8x8_Suguru-621,Suguru-621,8x8,64,14,4.571428571428571,10,0.18373837299805018,18,True,611,107,61,115,67,38
8x8_Suguru-633,Suguru-633,8x8,64,14,4.571428571428571,9,0.02743992100295145,2,True,115,8,0,16,1,0
8x8_Suguru-676,Suguru-676,8x8,64,14,4.571428571428571,9,0.18618505500126048,12,True,848,212,52,171,178,81
8x8_Suguru-697,Suguru-697,8x8,64,15,4.266666666666667,5,0.03858754099928774,1,True,54,22,32,29,8,0
8x8_Suguru-735,Suguru-735,8x8,64,13,4.923076923076923,9,0.030961863998527406,0,True,56,26,16,13,5,2
8x8_Suguru-746,Suguru-746,8x8,64,14,4.571428571428571,10,0.05949260400302592,10,True,126,30,28,19,6,3
8x8_Suguru-784,Suguru-784,8x8,64,13,4.923076923076923,11,0.018343882002227474,0,True,72,14,7,7,0,0
8x8_Suguru-861,Suguru-861,8x8,64,15,4.266666666666667,13,0.038182732998393476,3,True,75,22,8,7,0,3
8x8_Suguru-870,Suguru-870,8x8,64,14,4.571428571428571,9,0.12798303599993233,13,True,360,119,42,70,29,13
8x8_Suguru-882,Suguru-882,8x8,64,15,4.266666666666667,7,0.07626197300123749,9,True,286,59,74,63,8,1
8x8_Suguru-922,Suguru-922,8x8,64,13,4.923076923076923,11,0.03197339500184171,0,True,58,15,21,9,0,0
8x8_Suguru-980,Suguru-980,8x8,64,14,4.571428571428571,10,0.017685802002233686,0,True,37,13,2,7,0,0
8x8_Suguru-988,Suguru-988,8x8,64,14,4.571428571428571,8,0.03055733699875418,1,True,72,22,19,17,3,0
8x8_Suguru-1019,Suguru-1019,8x8,64,14,4.571428571428571,8,0.028120613998908084,0,True,49,12,23,10,0,4
8x8_Suguru-1036,Suguru-1036,8x8,64,13,4.923076923076923,12,0.028519405001134146,0,True,76,19,27,9,1,3
8x8_Suguru-1058,Suguru-1058,8x8,64,14,4.571428571428571,13,0.027243321001151344,1,True,56,10,4,4,7,2
8x8_Suguru-1059,Suguru-1059,8x8,64,15,4.266666666666667,8,0.013980437997815898,1,True,37,14,5,4,1,0
8x8_Suguru-1136,Suguru-1136,8x8,64,15,4.266666666666667,9,0.060951530998863745,3,True,149,41,19,31,21,6
8x8_Suguru-1241,Suguru-1241,8x8,64,14,4.571428571428571,8,0.0891203030005272,6,True,338,55,38,72,53,2
8x8_Suguru-1281,Suguru-1281,8x8,64,13,4.923076923076923,14,0.023519030000898056,1,True,52,16,2,10,2,6
8x8_Suguru-1359,Suguru-1359,8x8,64,14,4.571428571428571,10,0.03468536999935168,1,True,95,21,26,6,11,0
8x8_Suguru-1370,Suguru-1370,8x8,64,15,4.266666666666667,9,0.01664084200092475,0,True,69,24,5,13,15,0
8x8_Suguru-1404,Suguru-1404,8x8,64,14,4.571428571428571,6,0.10697460699884687,7,True,255,75,71,93,22,1
8x8_Suguru-1405,Suguru-1405,8x8,64,13,4.923076923076923,12,0.01750528699994902,0,True,55,10,14,7,2,0
8x8_Suguru-1499,Suguru-1499,8x8,64,14,4.571428571428571,10,0.11456211300173891,7,True,389,72,25,45,65,3
8x8_Suguru-1556,Suguru-1556,8x8,64,14,4.571428571428571,10,0.04333171200050856,1,True,88,8,21,13,6,3
8x8_Suguru-1567,Suguru-1567,8x8,64,13,4.923076923076923,9,0.04660944600254879,3,True,131,37,50,20,14,1
8x8_Suguru-1571,Suguru-1571,8x8,64,14,4.571428571428571,12,0.0359533110022312,3,True,102,35,9,23,2,0
8x8_Suguru-9,Suguru-9,8x8,64,14,4.571428571428571,11,0.023681763999775285,0,True,46,13,16,7,0,0
8x8_Suguru-13,Suguru-13,8x8,64,14,4.571428571428571,11,0.01970430900109932,0,True,50,13,9,13,0,0
8x8_Suguru-14,Suguru-14,8x8,64,15,4.266666666666667,10,0.07815498600029969,9,True,203,48,32,50,5,11
8x8_Suguru-81,Suguru-81,8x8,64,14,4.571428571428571,11,0.03384551400085911,0,True,87,19,21,14,3,0
8x8_Suguru-88,Suguru-88,8x8,64,14,4.571428571428571,12,0.009046000999660464,0,True,38,10,6,4,0,0
8x8_Suguru-114,Suguru-114,8x8,64,14,4.571428571428571,10,0.028142297000158578,1,True,70,23,10,33,7,3
8x8_Suguru-157,Suguru-157,8x8,64,14,4.571428571428571,11,0.020508846999291563,0,True,55,12,4,14,4,0
8x8_Suguru-168,Suguru-168,8x8,64,14,4.571428571428571,10,0.034813067999493796,1,True,90,18,9,18,11,2
8x8_Suguru-191,Suguru-191,8x8,64,14,4.571428571428571,10,0.05471979099820601,7,True,110,30,72,45,0,12
8x8_Suguru-202,Suguru-202,8x8,64,15,4.266666666666667,7,0.03769440700125415,1,True,139,48,21,40,9,2
8x8_Suguru-208,Suguru-208,8x8,64,14,4.571428571428571,7,0.07275106299857725,1,True,310,123,25,55,89,7
8x8_Suguru-228,Suguru-228,8x8,64,14,4.571428571428571,10,0.019509309000568464,0,True,55,17,15,19,1,0
8x8_Suguru-237,Suguru-237,8x8,64,14,4.571428571428571,8,0.03692413300086628,0,True,96,34,4,15,8,0
8x8_Suguru-250,Suguru-250,8x8,64,14,4.571428571428571,9,0.10219861999939894,9,True,436,98,41,85,60,28
8x8_Suguru-265,Suguru-265,8x8,64,15,4.266666666666667,8,0.04655461299989838,2,True,77,13,8,22,2,6
8x8_Suguru-282,Suguru-282,8x8,64,14,4.571428571428571,8,0.046238441002060426,3,True,94,19,11,43,7,8
8x8_Suguru-291,Suguru-291,8x8,64,13,4.923076923076923,12,0.1383653779994347,12,True,341,91,34,78,8,17
8x8_Suguru-309,Suguru-309,8x8,64,15,4.266666666666667,7,0.024141220001183683,0,True,111,28,3,24,1,3
8x8_Suguru-343,Suguru-343,8x8,64,15,4.266666666666667,9,0.17621778800094035,19,True,517,120,31,68,34,45
8x8_Suguru-362,Suguru-362,8x8,64,15,4.266666666666667,9,0.023161000000982312,1,True,57,17,3,16,6,0
8x8_Suguru-378,Suguru-378,8x8,64,14,4.571428571428571,9,0.032932581001659855,0,True,58,22,34,35,0,0
8x8_Suguru-394,Suguru-394,8x8,64,15,4.266666666666667,5,0.04065380300016841,1,True,65,21,16,14,2,6
8x8_Suguru-435,Suguru-435,8x8,64,13,4.923076923076923,13,0.13021208699865383,16,True,259,73,25,87,27,0
8x8_Suguru-442,Suguru-442,8x8,64,13,4.923076923076923,11,0.028216438000526978,0,True,77,21,6,9,2,4
8x8_Suguru-469,Suguru-469,8x8,64,14,4.571428571428571,11,0.0223538619975443,0,True,60,13,8,15,0,3
8x8_Suguru-473,Suguru-473,8x8,64,13,4.923076923076923,13,0.023228500998811796,0,True,43,8,8,2,0,0
8x8_Suguru-481,Suguru-481,8x8,64,13,4.923076923076923,11,0.02323621300092782,0,True,56,20,20,12,12,3
8x8_Suguru-485,Suguru-485,8x8,64,14,4.571428571428571,10,0.024856604999513365,1,True,44,23,5,10,0,0
8x8_Suguru-604,Suguru-604,8x8,64,15,4.266666666666667,9,0.05757079300019541,4,True,244,64,140,44,0,0
8x8_Suguru-642,Suguru-642,8x8,64,15,4.266666666666667,5,0.08730399799969746,7,True,169,35,11,21,16,0
8x8_Suguru-738,Suguru-738,8x8,64,14,4.571428571428571,12,0.05171108500144328,5,True,160,29,31,47,1,1
8x8_Suguru-751,Suguru-751,8x8,64,13,4.923076923076923,12,0.03292778700051713,0,True,122,16,38,30,9,0
8x8_Suguru-792,Suguru-792,8x8,64,13,4.923076923076923,11,0.017929638001078274,0,True,49,13,1,10,1,2
8x8_Suguru-865,Suguru-865,8x8,64,15,4.266666666666667,10,0.02779256700159749,1,True,86,27,0,19,0,0
8x8_Suguru-896,Suguru-896,8x8,64,15,4.266666666666667,11,0.02613042400116683,2,True,64,30,6,19,0,0
8x8_Suguru-933,Suguru-933,8x8,64,15,4.266666666666667,9,0.08802663300230051,7,True,190,45,59,82,4,5
8x8_Suguru-941,Suguru-941,8x8,64,14,4.571428571428571,9,0.03151354800138506,2,True,106,31,4,29,0,0
8x8_Suguru-1008,Suguru-1008,8x8,64,14,4.571428571428571,12,0.027086187998065725,1,True,49,14,7,5,6,0
8x8_Suguru-1013,Suguru-1013,8x8,64,14,4.571428571428571,10,0.021761089999927208,0,True,88,17,11,19,8,0
8x8_Suguru-1043,Suguru-1043,8x8,64,14,4.571428571428571,10,0.027088585000456078,0,True,64,17,21,10,3,0
8x8_Suguru-1051,Suguru-1051,8x8,64,13,4.923076923076923,13,0.027753626000048826,1,True,98,17,12,15,3,0
8x8_Suguru-1055,Suguru-1055,8x8,64,15,4.266666666666667,8,0.04181563699967228,5,True,148,35,10,23,4,3
8x8_Suguru-1149,Suguru-1149,8x8,64,15,4.266666666666667,9,0.03313153599810903,0,True,147,31,23,30,11,0
8x8_Suguru-1166,Suguru-1166,8x8,64,13,4.923076923076923,11,0.07288936999975704,6,True,241,39,27,41,27,1
8x8_Suguru-1298,Suguru-1298,8x8,64,14,4.571428571428571,11,0.12022613500084844,14,True,396,60,59,60,77,30
8x8_Suguru-1328,Suguru-1328,8x8,64,14,4.571428571428571,13,0.01842227099768934,0,True,42,15,2,7,1,0
8x8_Suguru-1331,Suguru-1331,8x8,64,13,4.923076923076923,11,0.3632760690015857,23,True,1814,251,286,316,274,85
8x8_Suguru-1356,Suguru-1356,8x8,64,14,4.571428571428571,10,0.07276707799974247,5,True,197,60,23,51,8,2
8x8_Suguru-1393,Suguru-1393,8x8,64,14,4.571428571428571,10,0.0754290580007364,8,True,158,45,86,56,10,3
8x8_Suguru-1408,Suguru-1408,8x8,64,14,4.571428571428571,13,0.026323386999138165,0,True,93,15,17,17,10,3
8x8_Suguru-1447,Suguru-1447,8x8,64,14,4.571428571428571,7,0.5657773229977465,60,True,1427,432,276,208,221,106
8x8_Suguru-1496,Suguru-1496,8x8,64,14,4.571428571428571,10,0.01639134099968942,0,True,45,17,3,8,1,3
8x8_Suguru-1515,Suguru-1515,8x8,64,14,4.571428571428571,11,0.05020614599925466,5,True,136,41,7,22,7,2
8x8_Suguru-1593,Suguru-1593,8x8,64,14,4.571428571428571,9,0.07633202500073821,3,True,153,64,25,36,30,1
8x8_Suguru-29,Suguru-29,8x8,64,14,4.571428571428571,10,0.04293865200088476,1,True,191,33,20,55,7,15
8x8_Suguru-109,Suguru-109,8x8,64,14,4.571428571428571,9,0.05558049700266565,3,True,139,42,38,49,9,5
8x8_Suguru-123,Suguru-123,8x8,64,15,4.266666666666667,11,0.015722612999525154,0,True,49,17,8,10,1,1
8x8_Suguru-134,Suguru-134,8x8,64,14,4.571428571428571,10,0.03744618600103422,0,True,90,22,13,21,0,3
8x8_Suguru-163,Suguru-163,8x8,64,14,4.571428571428571,6,0.039529923000372946,1,True,80,28,13,30,14,4
8x8_Suguru-177,Suguru-177,8x8,64,14,4.571428571428571,13,0.022191492000274593,0,True,73,16,9,10,3,3
8x8_Suguru-189,Suguru-189,8x8,64,14,4.571428571428571,8,0.06950105099895154,10,True,164,36,48,48,19,11
8x8_Suguru-320,Suguru-320,8x8,64,14,4.571428571428571,9,0.022107985001639463,0,True,51,8,1,5,1,3
8x8_Suguru-350,Suguru-350,8x8,64,13,4.923076923076923,13,0.056661653998162365,4,True,161,37,7,26,7,3
8x8_Suguru-529,Suguru-529,8x8,64,14,4.571428571428571,10,0.016101044002425624,1,True,61,10,14,7,0,0
8x8_Suguru-532,Suguru-532,8x8,64,14,4.571428571428571,10,0.05365538800106151,5,True,164,45,30,21,11,2
8x8_Suguru-779,Suguru-779,8x8,64,13,4.923076923076923,13,0.05148161300166976,3,True,180,33,19,23,1,12
8x8_Suguru-789,Suguru-789,8x8,64,14,4.571428571428571,12,0.010959097002341878,0,True,36,12,1,9,3,2
8x8_Suguru-819,Suguru-819,8x8,64,13,4.923076923076923,13,0.02822240300156409,1,True,72,17,11,19,0,7
8x8_Suguru-852,Suguru-852,8x8,64,14,4.571428571428571,10,0.029421269999147626,0,True,34,21,6,3,0,0
8x8_Suguru-923,Suguru-923,8x8,64,14,4.571428571428571,12,0.0150878759995976,0,True,55,10,20,4,2,0
8x8_Suguru-924,Suguru-924,8x8,64,14,4.571428571428571,11,0.028222195996931987,0,True,76,19,6,30,2,0
8x8_Suguru-963,Suguru-963,8x8,64,14,4.571428571428571,10,0.05094783200183883,0,True,107,31,1,21,8,6
8x8_Suguru-1023,Suguru-1023,8x8,64,14,4.571428571428571,8,0.024269027999253012,1,True,87,14,1,12,1,0
8x8_Suguru-1040,Suguru-1040,8x8,64,14,4.571428571428571,7,0.025095920002058847,2,True,75,23,16,19,3,0
8x8_Suguru-1071,Suguru-1071,8x8,64,14,4.571428571428571,8,0.045709570000326494,2,True,167,38,25,32,16,0
8x8_Suguru-1072,Suguru-1072,8x8,64,14,4.571428571428571,12,0.1739311950004776,15,True,484,113,107,107,45,10
8x8_Suguru-1099,Suguru-1099,8x8,64,14,4.571428571428571,9,0.07926015700286371,3,True,247,57,37,39,56,5
8x8_Suguru-1111,Suguru-1111,8x8,64,15,4.266666666666667,6,0.23380954700041912,31,True,332,114,32,136,27,39
8x8_Suguru-1146,Suguru-1146,8x8,64,15,4.266666666666667,9,0.043853732000570744,2,True,146,32,25,40,2,3
8x8_Suguru-1147,Suguru-1147,8x8,64,14,4.571428571428571,9,0.01595487300073728,0,True,59,17,9,4,3,0
8x8_Suguru-1178,Suguru-1178,8x8,64,13,4.923076923076923,13,0.04203295700062881,1,True,102,24,7,25,25,3
8x8_Suguru-1199,Suguru-1199,8x8,64,14,4.571428571428571,11,0.012218998999742325,0,True,36,10,9,8,1,0
8x8_Suguru-1373,Suguru-1373,8x8,64,15,4.266666666666667,9,0.03140313400217565,0,True,125,28,11,33,4,2
8x8_Suguru-1418,Suguru-1418,8x8,64,14,4.571428571428571,8,0.0705470869979763,4,True,169,34,13,23,19,5
8x8_Suguru-1459,Suguru-1459,8x8,64,15,4.266666666666667,9,0.019463871998596005,0,True,100,21,15,15,7,9
8x8_Suguru-1502,Suguru-1502,8x8,64,14,4.571428571428571,8,0.03550495099989348,1,True,141,37,18,66,3,14
8x8_Suguru-1531,Suguru-1531,8x8,64,13,4.923076923076923,14,0.0857728289993247,9,True,316,72,49,32,59,18
8x8_Suguru-1536,Suguru-1536,8x8,64,13,4.923076923076923,13,0.0342982789989037,3,True,54,20,2,8,0,11
8x8_Suguru-1553,Suguru-1553,8x8,64,14,4.571428571428571,8,0.015221200999803841,0,True,48,8,0,11,1,2
8x8_Suguru-1559,Suguru-1559,8x8,64,14,4.571428571428571,9,0.027690078000887297,0,True,77,17,6,19,14,0
8x8_Suguru-1568,Suguru-1568,8x8,64,14,4.571428571428571,10,0.10174311399896396,10,True,255,72,55,59,18,2
8x8_Suguru-1589,Suguru-1589,8x8,64,14,4.571428571428571,10,0.014533745001244824,0,True,33,12,15,4,0,3
8x8_Suguru-15,Suguru-15,8x8,64,14,4.571428571428571,13,0.010087629001645837,0,True,35,11,5,10,1,0
8x8_Suguru-33,Suguru-33,8x8,64,14,4.571428571428571,10,0.016047901001002174,0,True,37,13,6,7,0,1
8x8_Suguru-79,Suguru-79,8x8,64,14,4.571428571428571,8,0.08230790699963109,6,True,173,53,18,55,13,0
8x8_Suguru-110,Suguru-110,8x8,64,14,4.571428571428571,10,0.034669464999751654,1,True,129,28,26,27,13,12
8x8_Suguru-122,Suguru-122,8x8,64,14,4.571428571428571,6,0.09087287899819785,10,True,139,29,6,53,18,36
8x8_Suguru-195,Suguru-195,8x8,64,15,4.266666666666667,8,0.013440761998936068,0,True,47,18,5,12,7,0
8x8_Suguru-244,Suguru-244,8x8,64,15,4.266666666666667,7,0.025726998999743955,0,True,129,27,4,18,4,11
8x8_Suguru-268,Suguru-268,8x8,64,14,4.571428571428571,10,0.04090726399954292,2,True,82,28,7,7,10,0
8x8_Suguru-276,Suguru-276,8x8,64,14,4.571428571428571,9,0.017360647001623875,0,True,43,18,4,13,2,0
8x8_Suguru-324,Suguru-324,8x8,64,13,4.923076923076923,11,0.023105019001377514,1,True,64,15,8,11,0,6
8x8_Suguru-400,Suguru-400,8x8,64,15,4.266666666666667,7,0.021517290999327088,0,True,53,12,0,14,1,0
8x8_Suguru-425,Suguru-425,8x8,64,15,4.266666666666667,8,0.029600313002447365,1,True,65,16,10,3,3,0
8x8_Suguru-432,Suguru-432,8x8,64,15,4.266666666666667,10,0.021721269000408938,0,True,58,10,4,5,0,0
8x8_Suguru-454,Suguru-454,8x8,64,15,4.266666666666667,7,0.024416888001724146,0,True,61,13,6,17,3,1
8x8_Suguru-464,Suguru-464,8x8,64,14,4.571428571428571,11,0.016775844000221696,0,True,53,16,4,5,3,2
8x8_Suguru-476,Suguru-476,8x8,64,14,4.571428571428571,9,0.048382312001194805,5,True,168,40,134,61,6,8
8x8_Suguru-549,Suguru-549,8x8,64,14,4.571428571428571,9,0.02638131300045643,0,True,43,21,2,8,6,7
8x8_Suguru-588,Suguru-588,8x8,64,14,4.571428571428571,10,0.1382252619987412,11,True,755,147,77,144,52,15
8x8_Suguru-590,Suguru-590,8x8,64,14,4.571428571428571,10,0.02412194300268311,1,True,124,29,1,22,5,0
8x8_Suguru-599,Suguru-599,8x8,64,14,4.571428571428571,9,0.2523172559995146,26,True,865,249,115,214,156,35
8x8_Suguru-664,Suguru-664,8x8,64,14,4.571428571428571,9,0.021883400000660913,0,True,42,13,5,6,1,2
8x8_Suguru-668,Suguru-668,8x8,64,14,4.571428571428571,9,0.031002237999928184,0,True,95,18,1,24,6,0
8x8_Suguru-688,Suguru-688,8x8,64,15,4.266666666666667,7,0.07152704499821994,7,True,209,47,53,42,19,4
8x8_Suguru-718,Suguru-718,8x8,64,14,4.571428571428571,11,0.33770247899883543,53,True,601,65,20,158,10,0
8x8_Suguru-783,Suguru-783,8x8,64,15,4.266666666666667,12,0.010535825000260957,0,True,53,12,8,6,5,2
8x8_Suguru-801,Suguru-801,8x8,64,14,4.571428571428571,11,0.07875011899886886,7,True,237,58,119,49,9,7
8x8_Suguru-813,Suguru-813,8x8,64,14,4.571428571428571,7,0.13487628000075347,16,True,283,70,32,68,32,0
8x8_Suguru-814,Suguru-814,8x8,64,14,4.571428571428571,9,0.10750333300165948,12,True,268,70,167,95,50,25
8x8_Suguru-845,Suguru-845,8x8,64,13,4.923076923076923,11,0.2781107869996049,25,True,974,268,262,194,150,11
8x8_Suguru-853,Suguru-853,8x8,64,14,4.571428571428571,10,0.019409183998504886,0,True,43,10,5,4,3,0
8x8_Suguru-889,Suguru-889,8x8,64,13,4.923076923076923,14,0.022720935001416365,0,True,68,16,4,14,4,3
8x8_Suguru-898,Suguru-898,8x8,64,14,4.571428571428571,13,0.039585999002156314,2,True,100,28,18,19,3,2
8x8_Suguru-920,Suguru-920,8x8,64,14,4.571428571428571,8,0.018955858999106567,0,True,47,18,20,13,0,10
8x8_Suguru-927,Suguru-927,8x8,64,14,4.571428571428571,10,0.11109857599876705,13,True,334,101,45,107,44,10
8x8_Suguru-986,Suguru-986,8x8,64,15,4.266666666666667,11,0.013512887999240775,0,True,66,20,4,8,0,0
8x8_Suguru-996,Suguru-996,8x8,64,13,4.923076923076923,13,0.5202907099992444,68,True,1330,185,258,190,137,115
8x8_Suguru-1001,Suguru-1001,8x8,64,14,4.571428571428571,10,0.025300859997514635,0,True,105,30,21,25,2,0
8x8_Suguru-1039,Suguru-1039,8x8,64,14,4.571428571428571,9,0.0103570370010857,0,True,34,16,7,9,0,0
8x8_Suguru-1135,Suguru-1135,8x8,64,14,4.571428571428571,10,0.1311871069992776,13,True,470,109,22,87,78,8
8x8_Suguru-1190,Suguru-1190,8x8,64,14,4.571428571428571,10,0.05438134499854641,4,True,174,47,20,20,26,5
8x8_Suguru-1213,Suguru-1213,8x8,64,14,4.571428571428571,12,0.034302821000892436,0,True,131,27,29,30,14,3
8x8_Suguru-1235,Suguru-1235,8x8,64,14,4.571428571428571,12,0.04029618499771459,2,True,150,29,5,22,18,2
8x8_Suguru-1240,Suguru-1240,8x8,64,15,4.266666666666667,8,0.04166956300105085,2,True,151,50,31,52,24,7
8x8_Suguru-1246,Suguru-1246,8x8,64,15,4.266666666666667,7,0.03763361100209295,1,True,92,30,15,22,15,2
8x8_Suguru-1270,Suguru-1270,8x8,64,13,4.923076923076923,12,0.07117457999993348,3,True,415,78,49,106,25,6
8x8_Suguru-1274,Suguru-1274,8x8,64,14,4.571428571428571,10,0.016252700999757508,0,True,53,18,6,6,1,1
8x8_Suguru-1284,Suguru-1284,8x8,64,13,4.923076923076923,12,0.021982676997140516,0,True,57,8,6,9,3,15
8x8_Suguru-1321,Suguru-1321,8x8,64,14,4.571428571428571,10,0.011315163999825018,0,True,39,17,10,8,1,0
8x8_Suguru-1354,Suguru-1354,8x8,64,14,4.571428571428571,10,0.04666100800022832,4,True,138,24,17,13,12,1
8x8_Suguru-1375,Suguru-1375,8x8,64,14,4.571428571428571,7,0.12073198000143748,8,True,447,100,28,63,83,40
8x8_Suguru-1412,Suguru-1412,8x8,64,14,4.571428571428571,9,0.12399225999979535,13,True,366,86,10,73,38,32
8x8_Suguru-1426,Suguru-1426,8x8,64,14,4.571428571428571,10,0.04844612099986989,2,True,208,79,24,51,10,0
8x8_Suguru-1427,Suguru-1427,8x8,64,14,4.571428571428571,10,0.015948052998282947,0,True,48,12,10,8,3,0
8x8_Suguru-1469,Suguru-1469,8x8,64,13,4.923076923076923,10,0.18149198000173783,25,True,579,71,96,199,18,44
8x8_Suguru-1471,Suguru-1471,8x8,64,15,4.266666666666667,6,0.69467740500113,111,True,1836,558,748,510,289,160
8x8_Suguru-11,Suguru-11,8x8,64,14,4.571428571428571,9,0.07243656300124712,6,True,177,32,8,15,9,9
8x8_Suguru-16,Suguru-16,8x8,64,13,4.923076923076923,13,0.07605138799772249,3,True,140,37,11,56,11,0
8x8_Suguru-25,Suguru-25,8x8,64,15,4.266666666666667,7,0.019645200001832563,0,True,52,16,13,10,0,1
8x8_Suguru-47,Suguru-47,8x8,64,13,4.923076923076923,13,0.02127405099963653,1,True,66,23,2,19,3,1
8x8_Suguru-65,Suguru-65,8x8,64,15,4.266666666666667,9,0.05099390699979267,2,True,70,36,10,20,6,5
8x8_Suguru-76,Suguru-76,8x8,64,14,4.571428571428571,10,0.02648066999972798,1,True,71,19,9,12,3,4
8x8_Suguru-100,Suguru-100,8x8,64,15,4.266666666666667,8,0.0160015929977817,0,True,62,21,0,12,7,0
8x8_Suguru-119,Suguru-119,8x8,64,13,4.923076923076923,11,0.049501023000630084,3,True,175,36,12,29,15,20
8x8_Suguru-135,Suguru-135,8x8,64,14,4.571428571428571,12,0.034150378000049386,3,True,99,18,42,32,10,6
8x8_Suguru-141,Suguru-141,8x8,64,13,4.923076923076923,10,0.06647537100070622,3,True,274,61,30,86,41,0
8x8_Suguru-142,Suguru-142,8x8,64,15,4.266666666666667,6,0.10742237999875215,7,True,348,88,36,79,48,1
8x8_Suguru-144,Suguru-144,8x8,64,14,4.571428571428571,10,0.019246878000558354,0,True,56,15,7,4,0,3
8x8_Suguru-194,Suguru-194,8x8,64,14,4.571428571428571,12,0.06781625000076019,6,True,138,56,51,73,2,0
8x8_Suguru-230,Suguru-230,8x8,64,13,4.923076923076923,8,0.1318296309982543,18,True,323,105,79,39,24,26
8x8_Suguru-231,Suguru-231,8x8,64,14,4.571428571428571,12,0.048816075002832804,2,True,170,44,13,37,29,6
8x8_Suguru-312,Suguru-312,8x8,64,15,4.266666666666667,8,0.0408646329997282,1,True,103,23,68,21,8,5
8x8_Suguru-348,Suguru-348,8x8,64,15,4.266666666666667,8,0.01722578899716609,0,True,63,21,8,9,3,2
8x8_Suguru-353,Suguru-353,8x8,64,14,4.571428571428571,9,0.017546784001751803,0,True,30,15,1,8,1,0
8x8_Suguru-371,Suguru-371,8x8,64,14,4.571428571428571,8,0.0913288219999231,5,True,343,81,44,48,29,13
8x8_Suguru-382,Suguru-382,8x8,64,14,4.571428571428571,11,0.1129442499986908,15,True,259,32,10,19,14,6
8x8_Suguru-397,Suguru-397,8x8,64,14,4.571428571428571,10,0.028631137000047602,0,True,59,26,16,12,3,5
8x8_Suguru-523,Suguru-523,8x8,64,14,4.571428571428571,11,0.023407781998685095,1,True,60,25,0,5,1,0
8x8_Suguru-534,Suguru-534,8x8,64,14,4.571428571428571,9,0.04057168299914338,1,True,98,29,14,23,11,5
8x8_Suguru-561,Suguru-561,8x8,64,15,4.266666666666667,8,0.033709314000589075,4,True,131,24,10,16,2,0
8x8_Suguru-575,Suguru-575,8x8,64,15,4.266666666666667,11,0.03438225399804651,4,True,103,22,43,28,2,8
8x8_Suguru-601,Suguru-601,8x8,64,15,4.266666666666667,9,0.03127268399839522,0,True,127,29,31,30,10,3
8x8_Suguru-628,Suguru-628,8x8,64,14,4.571428571428571,9,0.02654454400180839,0,True,70,23,4,11,11,4
8x8_Suguru-639,Suguru-639,8x8,64,15,4.266666666666667,9,0.021048958002211293,0,True,53,9,8,11,0,0
8x8_Suguru-665,Suguru-665,8x8,64,14,4.571428571428571,9,0.07825457099897903,5,True,138,46,10,55,29,23
8x8_Suguru-675,Suguru-675,8x8,64,14,4.571428571428571,11,0.03120675800164463,0,True,60,17,0,7,3,8
8x8_Suguru-700,Suguru-700,8x8,64,14,4.571428571428571,8,0.08329478100131382,6,True,220,66,32,40,53,0
8x8_Suguru-712,Suguru-712,8x8,64,14,4.571428571428571,9,0.09301436800160445,6,True,242,48,103,72,27,32
8x8_Suguru-841,Suguru-841,8x8,64,15,4.266666666666667,10,0.12289859900192823,20,True,388,68,48,38,17,4
8x8_Suguru-842,Suguru-842,8x8,64,14,4.571428571428571,10,0.034177555000496795,1,True,121,20,8,22,12,6
8x8_Suguru-854,Suguru-854,8x8,64,14,4.571428571428571,12,0.02742064899939578,0,True,55,18,0,8,6,3
8x8_Suguru-935,Suguru-935,8x8,64,15,4.266666666666667,11,0.06491180699958932,9,True,226,42,22,12,4,6
