,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dicas,tempo,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
6x6_Suguru-1008,Suguru-1008,6x6,36,9,4.0,5,0.08971769100025995,31,True,373,60,59,75,24,0
6x6_Suguru-1036,Suguru-1036,6x6,36,9,4.0,5,0.00621764199968311,0,True,23,5,0,4,0,0
6x6_Suguru-1095,Suguru-1095,6x6,36,8,4.5,8,0.008961466999608092,0,True,34,9,3,6,0,3
6x6_Suguru-1112,Suguru-1112,6x6,36,8,4.5,6,0.022531351998622995,3,True,102,18,16,13,4,2
6x6_Suguru-1118,Suguru-1118,6x6,36,8,4.5,5,0.032610240999929374,3,True,102,36,10,26,12,0
6x6_Suguru-1120,Suguru-1120,6x6,36,8,4.5,6,0.006279908000578871,0,True,22,5,4,6,0,1
6x6_Suguru-1143,Suguru-1143,6x6,36,8,4.5,7,0.006475468002463458,0,True,19,7,6,4,0,0
6x6_Suguru-1178,Suguru-1178,6x6,36,8,4.5,6,0.01761180099856574,1,True,54,14,6,9,4,2
6x6_Suguru-1186,Suguru-1186,6x6,36,8,4.5,7,0.033420312000089325,9,True,129,15,2,6,6,2
6x6_Suguru-1212,Suguru-1212,6x6,36,9,4.0,6,0.016344200001185527,2,True,66,14,0,3,0,0
6x6_Suguru-1233,Suguru-1233,6x6,36,8,4.5,6,0.07198824900115142,20,True,248,45,3,11,0,9
6x6_Suguru-1241,Suguru-1241,6x6,36,8,4.5,7,0.01048797499970533,0,True,30,9,0,3,0,0
6x6_Suguru-1276,Suguru-1276,6x6,36,9,4.0,6,0.011489409000205342,0,True,25,8,2,2,0,0
6x6_Suguru-1375,Suguru-1375,6x6,36,8,4.5,6,0.015529608997894684,1,True,49,12,5,2,0,3
6x6_Suguru-1406,Suguru-1406,6x6,36,9,4.0,4,0.007855897998524597,0,True,20,6,2,4,0,0
6x6_Suguru-1407,Suguru-1407,6x6,36,9,4.0,6,0.006298897998931352,0,True,22,5,0,3,0,0
6x6_Suguru-1410,Suguru-1410,6x6,36,9,4.0,6,0.013727099001698662,0,True,27,9,5,5,0,0
6x6_Suguru-1411,Suguru-1411,6x6,36,9,4.0,2,0.032999765000568004,7,True,99,42,37,61,10,0
6x6_Suguru-1473,Suguru-1473,6x6,36,8,4.5,6,0.05455196299953968,12,True,95,19,4,3,15,0
6x6_Suguru-1475,Suguru-1475,6x6,36,8,4.5,6,0.028524752997327596,6,True,118,16,6,14,26,9
6x6_Suguru-1483,Suguru-1483,6x6,36,8,4.5,6,0.03308688800098025,7,True,92,19,18,20,3,0
6x6_Suguru-1536,Suguru-1536,6x6,36,8,4.5,8,0.01214183000047342,0,True,46,7,2,3,3,0
6x6_Suguru-1569,Suguru-1569,6x6,36,8,4.5,7,0.013527073999284767,2,True,98,10,4,9,5,2
6x6_Suguru-1586,Suguru-1586,6x6,36,8,4.5,6,0.009164259001408936,0,True,30,8,0,5,1,0
6x6_Suguru-1592,Suguru-1592,6x6,36,8,4.5,6,0.014165885997499572,1,True,42,11,6,7,0,0
6x6_Suguru-14,Suguru-14,6x6,36,8,4.5,5,0.02862603499670513,7,True,114,23,10,12,26,11
6x6_Suguru-22,Suguru-22,6x6,36,9,4.0,4,0.06624620800357661,18,True,240,39,9,14,29,1
6x6_Suguru-29,Suguru-29,6x6,36,8,4.5,4,0.01801194600193412,3,True,81,20,15,12,16,1
6x6_Suguru-79,Suguru-79,6x6,36,8,4.5,7,0.01950899599978584,3,True,67,14,16,9,3,0
6x6_Suguru-86,Suguru-86,6x6,36,8,4.5,6,0.003772488002141472,0,True,22,7,8,6,1,0
6x6_Suguru-127,Suguru-127,6x6,36,9,4.0,4,0.04382059900308377,4,True,140,27,19,45,27,0
6x6_Suguru-167,Suguru-167,6x6,36,8,4.5,9,0.012023508999845944,0,True,33,6,7,2,0,0
6x6_Suguru-171,Suguru-171,6x6,36,8,4.5,7,0.006008911001117667,0,True,42,6,3,7,0,0
6x6_Suguru-188,Suguru-188,6x6,36,8,4.5,6,0.008418263998464681,0,True,27,8,4,4,1,0
6x6_Suguru-243,Suguru-243,6x6,36,8,4.5,7,0.014547891001711832,0,True,30,8,31,7,0,0
6x6_Suguru-303,Suguru-303,6x6,36,8,4.5,7,0.01890598099998897,3,True,38,9,45,10,0,0
6x6_Suguru-323,Suguru-323,6x6,36,9,4.0,8,0.011726515000191284,0,True,44,10,3,1,0,0
6x6_Suguru-334,Suguru-334,6x6,36,8,4.5,6,0.003995663002569927,0,True,22,6,0,3,0,0
6x6_Suguru-405,Suguru-405,6x6,36,9,4.0,6,0.004352639996795915,0,True,20,9,2,6,0,0
6x6_Suguru-411,Suguru-411,6x6,36,8,4.5,6,0.010538255999563262,0,True,69,12,8,14,13,2
6x6_Suguru-418,Suguru-418,6x6,36,9,4.0,5,0.006623440996918362,0,True,22,5,8,5,0,0
6x6_Suguru-419,Suguru-419,6x6,36,9,4.0,5,0.09738178499901551,29,True,296,47,15,26,35,0
6x6_Suguru-478,Suguru-478,6x6,36,9,4.0,5,0.030127269998047268,9,True,110,11,6,5,1,0
6x6_Suguru-484,Suguru-484,6x6,36,8,4.5,6,0.016222278998611728,2,True,31,13,9,2,0,0
6x6_Suguru-487,Suguru-487,6x6,36,8,4.5,6,0.018853862999094417,4,True,83,13,8,4,0,0
6x6_Suguru-524,Suguru-524,6x6,36,8,4.5,7,0.005088720001367619,0,True,19,8,6,1,0,0
6x6_Suguru-558,Suguru-558,6x6,36,8,4.5,6,0.013075552000373136,2,True,54,12,9,13,1,0
6x6_Suguru-573,Suguru-573,6x6,36,8,4.5,8,0.004872513000009349,0,True,19,7,1,3,1,3
6x6_Suguru-584,Suguru-584,6x6,36,8,4.5,5,0.010519565003050957,2,True,51,13,8,4,2,0
6x6_Suguru-585,Suguru-585,6x6,36,9,4.0,4,0.033332601000438444,5,True,115,47,19,8,32,4
6x6_Suguru-597,Suguru-597,6x6,36,9,4.0,5,0.032347567001124844,6,True,130,44,8,27,11,0
6x6_Suguru-628,Suguru-628,6x6,36,9,4.0,4,0.009499907999270363,0,True,54,16,11,9,6,0
6x6_Suguru-653,Suguru-653,6x6,36,9,4.0,5,0.03265932200156385,6,True,127,30,14,12,5,0
6x6_Suguru-672,Suguru-672,6x6,36,8,4.5,8,0.009702324001409579,0,True,32,8,5,11,1,0
6x6_Suguru-682,Suguru-682,6x6,36,8,4.5,7,0.009167609001451638,0,True,39,7,4,4,0,0
6x6_Suguru-686,Suguru-686,6x6,36,9,4.0,6,0.015036904998851242,2,True,71,24,2,22,3,2
6x6_Suguru-712,Suguru-712,6x6,36,8,4.5,7,0.01963246800005436,1,True,73,11,15,21,3,0
6x6_Suguru-750,Suguru-750,6x6,36,8,4.5,6,0.04389031599930604,6,True,94,28,1,4,6,0
6x6_Suguru-753,Suguru-753,6x6,36,8,4.5,5,0.010563608000666136,0,True,21,7,4,4,0,0
6x6_Suguru-812,Suguru-812,6x6,36,8,4.5,5,0.03354442500130972,5,True,89,18,0,2,6,0
6x6_Suguru-846,Suguru-846,6x6,36,8,4.5,5,0.012370619999273913,1,True,51,12,4,14,0,0
6x6_Suguru-888,Suguru-888,6x6,36,8,4.5,8,0.005732335997890914,0,True,33,10,2,3,0,0
6x6_Suguru-907,Suguru-907,6x6,36,9,4.0,4,0.011238522998610279,0,True,23,7,6,2,0,0
6x6_Suguru-952,Suguru-952,6x6,36,8,4.5,6,0.025927234997652704,4,True,69,8,0,4,1,0
6x6_Suguru-1000,Suguru-1000,6x6,36,8,4.5,6,0.014463949999480974,0,True,49,9,0,8,6,0
6x6_Suguru-1001,Suguru-1001,6x6,36,8,4.5,7,0.024573489998147124,3,True,79,13,8,6,9,0
6x6_Suguru-1079,Suguru-1079,6x6,36,8,4.5,3,0.04466338500060374,9,True,123,35,23,33,30,11
6x6_Suguru-1132,Suguru-1132,6x6,36,8,4.5,6,0.013907379001466325,1,True,49,8,21,2,0,6
6x6_Suguru-1145,Suguru-1145,6x6,36,9,4.0,6,0.013435290999041172,0,True,45,11,4,6,0,0
6x6_Suguru-1146,Suguru-1146,6x6,36,8,4.5,6,0.004736951999802841,0,True,21,6,6,2,0,0
6x6_Suguru-1225,Suguru-1225,6x6,36,8,4.5,6,0.0359538730008353,8,True,100,20,6,2,3,0
6x6_Suguru-1258,Suguru-1258,6x6,36,8,4.5,5,0.03432831600002828,10,True,172,37,8,6,35,0
6x6_Suguru-1274,Suguru-1274,6x6,36,8,4.5,6,0.02413613599856035,3,True,73,10,6,2,3,0
6x6_Suguru-1291,Suguru-1291,6x6,36,8,4.5,5,0.04588130599950091,10,True,123,32,6,6,0,0
6x6_Suguru-1292,Suguru-1292,6x6,36,8,4.5,8,0.010547647001658333,0,True,29,8,0,1,5,0
6x6_Suguru-1324,Suguru-1324,6x6,36,8,4.5,7,0.005175969003175851,0,True,21,6,0,6,0,0
6x6_Suguru-1354,Suguru-1354,6x6,36,9,4.0,4,0.011018891000276199,0,True,58,12,0,12,5,0
6x6_Suguru-1362,Suguru-1362,6x6,36,8,4.5,6,0.016356901000108337,0,True,68,15,3,21,2,0
6x6_Suguru-1376,Suguru-1376,6x6,36,8,4.5,7,0.012183900002128212,2,True,49,8,2,1,0,0
6x6_Suguru-1422,Suguru-1422,6x6,36,8,4.5,6,0.15017206799893756,49,True,671,129,42,63,0,12
6x6_Suguru-1429,Suguru-1429,6x6,36,8,4.5,7,0.007899562999227783,0,True,43,10,4,3,7,0
6x6_Suguru-1442,Suguru-1442,6x6,36,8,4.5,5,0.018940345998998964,1,True,69,18,12,6,6,0
6x6_Suguru-1468,Suguru-1468,6x6,36,9,4.0,6,0.0755276710006001,21,True,234,67,5,17,4,2
6x6_Suguru-1516,Suguru-1516,6x6,36,8,4.5,5,0.06887008899866487,23,True,172,47,0,12,4,0
6x6_Suguru-1540,Suguru-1540,6x6,36,8,4.5,6,0.016756755001551937,1,True,106,17,1,14,20,0
6x6_Suguru-1549,Suguru-1549,6x6,36,8,4.5,6,0.012842281001212541,1,True,44,8,0,10,1,0
6x6_Suguru-1555,Suguru-1555,6x6,36,8,4.5,8,0.02223882599719218,4,True,92,16,4,18,5,6
6x6_Suguru-1594,Suguru-1594,6x6,36,8,4.5,6,0.07101175999923726,23,True,200,26,2,2,6,5
6x6_Suguru-32,Suguru-32,6x6,36,9,4.0,4,0.4646728020015871,128,True,981,103,10,39,140,0
6x6_Suguru-38,Suguru-38,6x6,36,8,4.5,7,0.031227133000356844,6,True,109,21,12,20,13,0
6x6_Suguru-73,Suguru-73,6x6,36,8,4.5,7,0.028479029999289196,1,True,114,23,5,18,9,0
6x6_Suguru-87,Suguru-87,6x6,36,9,4.0,4,0.011300004000077024,0,True,18,5,0,0,0,0
6x6_Suguru-93,Suguru-93,6x6,36,8,4.5,7,0.0328248240002722,5,True,109,20,4,18,9,2
6x6_Suguru-106,Suguru-106,6x6,36,9,4.0,4,0.010351271001127316,0,True,47,16,0,7,9,0
6x6_Suguru-107,Suguru-107,6x6,36,8,4.5,5,0.04128847500032862,5,True,88,34,17,19,18,2
6x6_Suguru-108,Suguru-108,6x6,36,9,4.0,4,0.015898423000180628,1,True,54,11,16,5,13,0
6x6_Suguru-119,Suguru-119,6x6,36,8,4.5,6,0.09115106199897127,24,True,280,54,17,35,5,0
6x6_Suguru-123,Suguru-123,6x6,36,8,4.5,8,0.014067965999856824,1,True,61,9,2,7,1,0
6x6_Suguru-144,Suguru-144,6x6,36,8,4.5,6,0.13990729999932228,42,True,431,82,32,35,44,10
6x6_Suguru-217,Suguru-217,6x6,36,8,4.5,5,0.017537143001391087,2,True,38,7,1,3,0,0
6x6_Suguru-245,Suguru-245,6x6,36,8,4.5,8,0.007827155000995845,0,True,41,7,3,3,0,0
6x6_Suguru-300,Suguru-300,6x6,36,9,4.0,6,0.024296162999235094,5,True,79,7,6,3,8,3
6x6_Suguru-341,Suguru-341,6x6,36,9,4.0,4,0.01162761299929116,0,True,28,7,10,6,4,1
6x6_Suguru-373,Suguru-373,6x6,36,8,4.5,7,0.03807135999886668,7,True,73,11,5,5,3,0
6x6_Suguru-376,Suguru-376,6x6,36,8,4.5,7,0.13311323599918978,43,True,489,49,4,33,10,0
6x6_Suguru-383,Suguru-383,6x6,36,8,4.5,8,0.0425926400021126,11,True,149,25,10,5,8,1
6x6_Suguru-389,Suguru-389,6x6,36,9,4.0,4,0.010869896999793127,0,True,29,7,0,5,0,0
6x6_Suguru-396,Suguru-396,6x6,36,9,4.0,6,0.013102537002851022,2,True,48,13,1,4,0,0
6x6_Suguru-451,Suguru-451,6x6,36,8,4.5,8,0.08629097800076124,23,True,323,39,14,35,6,2
6x6_Suguru-454,Suguru-454,6x6,36,8,4.5,6,0.014130264997220365,1,True,52,15,0,6,6,0
6x6_Suguru-515,Suguru-515,6x6,36,8,4.5,5,0.01676113200301188,1,True,58,15,2,5,13,0
6x6_Suguru-518,Suguru-518,6x6,36,8,4.5,8,0.01344798200079822,1,True,33,4,19,5,0,0
6x6_Suguru-539,Suguru-539,6x6,36,8,4.5,6,0.029624190996401012,5,True,81,22,5,13,4,1
6x6_Suguru-545,Suguru-545,6x6,36,8,4.5,5,0.01603421999971033,1,True,43,8,0,7,0,0
6x6_Suguru-575,Suguru-575,6x6,36,8,4.5,7,0.004488231999857817,0,True,24,4,0,3,4,0
6x6_Suguru-602,Suguru-602,6x6,36,8,4.5,6,0.03953626600196003,9,True,117,20,1,3,8,3
6x6_Suguru-620,Suguru-620,6x6,36,9,4.0,5,0.010709172998758731,0,True,36,9,7,3,3,0
6x6_Suguru-650,Suguru-650,6x6,36,8,4.5,7,0.03152812900225399,8,True,113,23,4,1,0,0
6x6_Suguru-658,Suguru-658,6x6,36,8,4.5,7,0.005532571001822362,0,True,19,7,2,3,1,2
6x6_Suguru-688,Suguru-688,6x6,36,9,4.0,5,0.044727442000294104,12,True,209,47,5,27,5,0
6x6_Suguru-710,Suguru-710,6x6,36,8,4.5,6,0.01253878299758071,0,True,44,7,4,3,1,0
6x6_Suguru-722,Suguru-722,6x6,36,9,4.0,4,0.013657783001690404,2,True,41,10,4,7,3,0
6x6_Suguru-728,Suguru-728,6x6,36,8,4.5,6,0.01658881999901496,2,True,95,17,4,25,6,0
6x6_Suguru-758,Suguru-758,6x6,36,9,4.0,4,0.03477880100035691,7,True,119,19,24,2,0,2
6x6_Suguru-789,Suguru-789,6x6,36,8,4.5,8,0.008582903003116371,0,True,38,11,2,7,0,0
6x6_Suguru-807,Suguru-807,6x6,36,8,4.5,7,0.016130298001371557,2,True,55,15,13,22,0,0
6x6_Suguru-817,Suguru-817,6x6,36,8,4.5,7,0.06000161200063303,14,True,222,44,31,28,42,3
6x6_Suguru-922,Suguru-922,6x6,36,9,4.0,7,0.009049404001416406,0,True,26,5,1,2,0,0
6x6_Suguru-928,Suguru-928,6x6,36,8,4.5,6,0.007202483000583015,0,True,29,11,3,6,1,0
6x6_Suguru-955,Suguru-955,6x6,36,8,4.5,7,0.022766006000892958,1,True,56,9,7,6,6,0
6x6_Suguru-959,Suguru-959,6x6,36,8,4.5,5,0.011585918000491802,1,True,54,10,4,9,10,7
6x6_Suguru-984,Suguru-984,6x6,36,8,4.5,6,0.04958653100038646,13,True,222,38,19,30,1,0
6x6_Suguru-993,Suguru-993,6x6,36,8,4.5,6,0.15970646400091937,55,True,647,102,118,127,9,20
6x6_Suguru-997,Suguru-997,6x6,36,8,4.5,7,0.007075642999552656,0,True,28,10,0,4,4,0
6x6_Suguru-1030,Suguru-1030,6x6,36,8,4.5,6,0.02183412500016857,4,True,123,20,4,16,9,2
6x6_Suguru-1035,Suguru-1035,6x6,36,8,4.5,6,0.014073254002141766,0,True,34,13,10,8,0,3
6x6_Suguru-1037,Suguru-1037,6x6,36,8,4.5,6,0.0669295299994701,17,True,217,61,38,48,19,1
6x6_Suguru-1051,Suguru-1051,6x6,36,8,4.5,7,0.03376683500027866,4,True,87,19,11,7,6,0
6x6_Suguru-1061,Suguru-1061,6x6,36,8,4.5,7,0.022183659002621425,2,True,66,15,0,10,0,0
6x6_Suguru-1067,Suguru-1067,6x6,36,8,4.5,5,0.04609783100022469,9,True,53,10,0,4,0,0
6x6_Suguru-1071,Suguru-1071,6x6,36,8,4.5,5,0.05397806399923866,11,True,159,24,5,16,10,0
6x6_Suguru-1083,Suguru-1083,6x6,36,8,4.5,7,0.020998661002522567,2,True,64,5,5,3,0,0
6x6_Suguru-1166,Suguru-1166,6x6,36,8,4.5,5,0.010125414999492932,0,True,41,11,4,5,0,0
6x6_Suguru-1248,Suguru-1248,6x6,36,8,4.5,4,0.06700939599977573,14,True,203,32,48,36,40,12
6x6_Suguru-1283,Suguru-1283,6x6,36,9,4.0,4,0.07251584299956448,18,True,211,56,52,21,6,1
6x6_Suguru-1317,Suguru-1317,6x6,36,9,4.0,6,0.0184312100027455,1,True,43,11,2,8,0,0
6x6_Suguru-1319,Suguru-1319,6x6,36,8,4.5,8,0.038548495998838916,1,True,77,9,22,15,10,0
6x6_Suguru-1343,Suguru-1343,6x6,36,9,4.0,5,0.017473530999268405,0,True,49,11,4,17,12,0
6x6_Suguru-1361,Suguru-1361,6x6,36,8,4.5,7,0.022132348000013735,0,True,49,9,20,4,0,3
6x6_Suguru-1391,Suguru-1391,6x6,36,9,4.0,5,0.08730597300018417,14,True,171,35,37,27,6,4
6x6_Suguru-1413,Suguru-1413,6x6,36,8,4.5,7,0.024783114000456408,4,True,46,8,4,2,0,0
6x6_Suguru-1415,Suguru-1415,6x6,36,9,4.0,4,0.018624061001901282,3,True,47,10,0,8,0,0
6x6_Suguru-1418,Suguru-1418,6x6,36,9,4.0,4,0.08144066800014116,19,True,257,22,5,9,0,1
6x6_Suguru-1433,Suguru-1433,6x6,36,8,4.5,6,0.025676583998574642,7,True,147,24,0,21,0,0
6x6_Suguru-1448,Suguru-1448,6x6,36,8,4.5,6,0.015623834999132669,0,True,45,9,4,7,1,2
6x6_Suguru-1454,Suguru-1454,6x6,36,9,4.0,5,0.027647448998322943,4,True,64,9,7,15,0,13
6x6_Suguru-1512,Suguru-1512,6x6,36,9,4.0,5,0.026280269001290435,4,True,116,22,2,12,14,3
6x6_Suguru-1532,Suguru-1532,6x6,36,8,4.5,5,0.029824847002601018,6,True,70,10,10,10,0,9
6x6_Suguru-1545,Suguru-1545,6x6,36,8,4.5,6,0.01971380899703945,3,True,35,7,0,2,0,0
6x6_Suguru-1576,Suguru-1576,6x6,36,8,4.5,7,0.0056102929993357975,0,True,18,9,7,4,0,0
6x6_Suguru-1596,Suguru-1596,6x6,36,9,4.0,4,0.02346106999902986,6,True,78,6,4,1,0,3
6x6_Suguru-30,Suguru-30,6x6,36,9,4.0,5,0.02668951399755315,4,True,151,33,2,27,40,8
6x6_Suguru-70,Suguru-70,6x6,36,8,4.5,8,0.015765550000651274,1,True,65,16,12,12,4,2
6x6_Suguru-72,Suguru-72,6x6,36,9,4.0,4,0.054173032000107924,12,True,196,43,34,39,14,13
6x6_Suguru-151,Suguru-151,6x6,36,8,4.5,5,0.04424652300076559,6,True,162,27,16,20,18,4
6x6_Suguru-178,Suguru-178,6x6,36,8,4.5,6,0.010334943999623647,1,True,35,6,0,3,0,0
6x6_Suguru-207,Suguru-207,6x6,36,8,4.5,8,0.027650213000015356,3,True,74,15,7,22,2,0
6x6_Suguru-230,Suguru-230,6x6,36,8,4.5,7,0.1410423230008746,40,True,535,83,35,82,5,2
6x6_Suguru-385,Suguru-385,6x6,36,9,4.0,4,0.01049553299890249,0,True,33,13,9,13,0,1
6x6_Suguru-391,Suguru-391,6x6,36,8,4.5,8,0.029427669000142487,3,True,92,12,6,7,0,0
6x6_Suguru-431,Suguru-431,6x6,36,8,4.5,8,0.009365663998323726,0,True,35,7,2,5,8,0
6x6_Suguru-490,Suguru-490,6x6,36,9,4.0,5,0.0370050670026103,6,True,101,16,22,27,18,0
6x6_Suguru-527,Suguru-527,6x6,36,9,4.0,7,0.016818334002891788,3,True,63,16,4,8,3,3
6x6_Suguru-529,Suguru-529,6x6,36,8,4.5,5,0.027913209996768273,5,True,64,20,4,10,7,2
6x6_Suguru-535,Suguru-535,6x6,36,8,4.5,6,0.0073946929987869225,0,True,33,13,2,2,1,0
6x6_Suguru-566,Suguru-566,6x6,36,8,4.5,5,0.01598802299849922,1,True,69,14,11,5,10,2
6x6_Suguru-567,Suguru-567,6x6,36,8,4.5,8,0.008660034000058658,0,True,30,6,4,6,0,2
6x6_Suguru-659,Suguru-659,6x6,36,8,4.5,7,0.016370833000109997,1,True,68,13,5,2,0,0
6x6_Suguru-665,Suguru-665,6x6,36,9,4.0,7,0.0035491340022417717,0,True,22,6,4,3,0,0
6x6_Suguru-679,Suguru-679,6x6,36,8,4.5,5,0.016731735002395,0,True,37,10,0,0,0,0
6x6_Suguru-702,Suguru-702,6x6,36,8,4.5,5,0.025555819000146585,4,True,110,21,5,23,0,2
6x6_Suguru-714,Suguru-714,6x6,36,8,4.5,5,0.008359434999874793,0,True,40,12,4,4,3,3
6x6_Suguru-743,Suguru-743,6x6,36,8,4.5,6,0.010159569999814266,0,True,29,10,8,3,0,1
6x6_Suguru-782,Suguru-782,6x6,36,8,4.5,6,0.016666948999045417,0,True,35,12,6,5,3,0
6x6_Suguru-839,Suguru-839,6x6,36,9,4.0,5,0.06986514599702787,15,True,198,71,53,34,0,3
6x6_Suguru-905,Suguru-905,6x6,36,8,4.5,7,0.020048555998073425,3,True,84,18,10,7,3,0
6x6_Suguru-913,Suguru-913,6x6,36,8,4.5,5,0.013208962001954205,0,True,42,14,4,2,0,1
6x6_Suguru-934,Suguru-934,6x6,36,8,4.5,7,0.018916117998742266,1,True,44,8,7,1,6,0
6x6_Suguru-946,Suguru-946,6x6,36,9,4.0,8,0.014860526996926637,0,True,43,18,12,10,0,0
6x6_Suguru-971,Suguru-971,6x6,36,8,4.5,8,0.007885837996582268,0,True,29,10,0,5,0,2
6x6_Suguru-979,Suguru-979,6x6,36,9,4.0,5,0.04321242099831579,9,True,187,27,8,17,0,0
6x6_Suguru-1012,Suguru-1012,6x6,36,8,4.5,8,0.07201538499793969,9,True,138,39,15,32,8,2
6x6_Suguru-1050,Suguru-1050,6x6,36,8,4.5,6,0.03431765099958284,5,True,99,24,25,25,0,0
6x6_Suguru-1069,Suguru-1069,6x6,36,8,4.5,6,0.083325038998737,19,True,227,43,24,71,13,1
6x6_Suguru-1090,Suguru-1090,6x6,36,8,4.5,7,0.010907310999755282,0,True,29,9,4,4,7,2
6x6_Suguru-1094,Suguru-1094,6x6,36,8,4.5,5,0.06775296500200056,16,True,273,26,17,16,52,1
6x6_Suguru-1104,Suguru-1104,6x6,36,9,4.0,6,0.009017727999889757,0,True,33,5,4,5,0,0
6x6_Suguru-1194,Suguru-1194,6x6,36,8,4.5,6,0.01753561299847206,0,True,36,16,6,3,4,2
6x6_Suguru-1221,Suguru-1221,6x6,36,8,4.5,7,0.012166469998192042,0,True,35,8,1,3,0,0
6x6_Suguru-1227,Suguru-1227,6x6,36,8,4.5,6,0.16278018100274494,57,True,653,86,32,19,0,0
6x6_Suguru-1239,Suguru-1239,6x6,36,8,4.5,5,0.010886104999372037,0,True,36,10,2,10,0,0
6x6_Suguru-1240,Suguru-1240,6x6,36,8,4.5,5,0.03171082200060482,7,True,94,7,4,4,0,0
6x6_Suguru-1245,Suguru-1245,6x6,36,9,4.0,7,0.01506921499822056,2,True,75,9,3,8,0,0
6x6_Suguru-1252,Suguru-1252,6x6,36,8,4.5,6,0.004086148997885175,0,True,22,7,5,3,0,2
6x6_Suguru-1264,Suguru-1264,6x6,36,8,4.5,5,0.041087158999289386,9,True,116,30,18,15,1,3
6x6_Suguru-1268,Suguru-1268,6x6,36,8,4.5,6,0.049165835000167135,9,True,209,47,10,33,12,9
6x6_Suguru-1297,Suguru-1297,6x6,36,8,4.5,8,0.004373519001092063,0,True,21,5,2,3,0,0
6x6_Suguru-1299,Suguru-1299,6x6,36,9,4.0,6,0.00806515500153182,0,True,29,8,1,4,0,0
6x6_Suguru-1307,Suguru-1307,6x6,36,8,4.5,6,0.02231696099988767,3,True,75,17,4,6,0,0
6x6_Suguru-1321,Suguru-1321,6x6,36,8,4.5,4,0.01371160600319854,0,True,32,8,4,5,3,1
6x6_Suguru-1336,Suguru-1336,6x6,36,9,4.0,4,0.010386845999164507,0,True,39,6,0,7,3,3
6x6_Suguru-1338,Suguru-1338,6x6,36,8,4.5,8,0.005977141001494601,0,True,25,3,4,1,0,0
6x6_Suguru-1347,Suguru-1347,6x6,36,8,4.5,7,0.006549944999278523,0,True,24,7,5,4,0,0
6x6_Suguru-1395,Suguru-1395,6x6,36,9,4.0,5,0.01948653300132719,3,True,77,21,9,17,3,0
6x6_Suguru-1462,Suguru-1462,6x6,36,8,4.5,7,0.0629090019974683,17,True,208,28,5,15,3,2
6x6_Suguru-1464,Suguru-1464,6x6,36,8,4.5,9,0.00802227500025765,0,True,37,8,4,9,0,0
6x6_Suguru-1472,Suguru-1472,6x6,36,8,4.5,7,0.03440513199893758,6,True,133,29,15,17,12,0
6x6_Suguru-1539,Suguru-1539,6x6,36,8,4.5,5,0.013074803999188589,1,True,45,10,14,3,3,5
6x6_Suguru-1578,Suguru-1578,6x6,36,8,4.5,6,0.0174608849993092,3,True,72,26,10,17,2,0
6x6_Suguru-58,Suguru-58,6x6,36,8,4.5,6,0.03830733199720271,9,True,138,42,16,28,6,1
6x6_Suguru-59,Suguru-59,6x6,36,8,4.5,6,0.02846675100227003,3,True,108,21,2,16,1,11
6x6_Suguru-117,Suguru-117,6x6,36,8,4.5,8,0.015090213000803487,3,True,76,6,2,10,1,0
6x6_Suguru-131,Suguru-131,6x6,36,9,4.0,6,0.0168530360024306,1,True,52,9,6,5,0,0
6x6_Suguru-155,Suguru-155,6x6,36,9,4.0,5,0.009000089998153271,0,True,25,7,0,1,0,0
6x6_Suguru-182,Suguru-182,6x6,36,8,4.5,5,0.025169693999487208,3,True,88,11,8,8,2,0
6x6_Suguru-204,Suguru-204,6x6,36,9,4.0,6,0.017999834999500308,2,True,74,18,13,7,8,0
6x6_Suguru-252,Suguru-252,6x6,36,8,4.5,5,0.038061718001699774,6,True,93,16,23,18,0,0
6x6_Suguru-259,Suguru-259,6x6,36,8,4.5,5,0.006752515000698622,0,True,29,8,0,5,5,0
6x6_Suguru-269,Suguru-269,6x6,36,9,4.0,8,0.0030951429980632383,0,True,23,4,3,5,2,0
6x6_Suguru-317,Suguru-317,6x6,36,8,4.5,7,0.015347462001955137,1,True,41,14,2,2,6,0
6x6_Suguru-374,Suguru-374,6x6,36,8,4.5,5,0.025939662002201658,0,True,58,20,10,9,12,0
6x6_Suguru-393,Suguru-393,6x6,36,8,4.5,7,0.00758467999912682,0,True,21,5,2,5,0,0
6x6_Suguru-428,Suguru-428,6x6,36,9,4.0,6,0.014611370002967305,1,True,61,13,0,14,4,5
6x6_Suguru-482,Suguru-482,6x6,36,8,4.5,4,0.01155781000124989,1,True,50,9,3,1,0,0
6x6_Suguru-534,Suguru-534,6x6,36,8,4.5,8,0.004307441999117145,0,True,23,4,8,4,0,0
6x6_Suguru-546,Suguru-546,6x6,36,8,4.5,7,0.015797771997313248,1,True,63,15,12,12,6,0
6x6_Suguru-629,Suguru-629,6x6,36,8,4.5,6,0.007616385999426711,0,True,23,3,0,3,0,0
6x6_Suguru-642,Suguru-642,6x6,36,8,4.5,9,0.012498193998908391,0,True,34,7,3,3,0,0
6x6_Suguru-657,Suguru-657,6x6,36,8,4.5,5,0.024543589999666438,4,True,105,21,7,12,7,36
6x6_Suguru-678,Suguru-678,6x6,36,8,4.5,7,0.04229181299888296,8,True,151,36,10,26,11,0
