,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dicas,tempo,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
6x6_Suguru-660,Suguru-660,6x6,36,8,4.5,5,0.0028001260034216102,0,True,20,11,6,4,1,0
6x6_Suguru-733,Suguru-733,6x6,36,8,4.5,7,0.00316757199834683,0,True,20,9,4,8,0,0
6x6_Suguru-823,Suguru-823,6x6,36,8,4.5,7,0.002637206998770125,0,True,25,4,0,9,2,0
6x6_Suguru-857,Suguru-857,6x6,36,8,4.5,6,0.01894956300020567,2,True,73,18,1,7,2,1
6x6_Suguru-1076,Suguru-1076,6x6,36,9,4.0,6,0.002740083000389859,0,True,25,5,0,8,1,0
6x6_Suguru-1340,Suguru-1340,6x6,36,8,4.5,7,0.002784404998237733,0,True,21,8,6,7,0,0
6x6_Suguru-1348,Suguru-1348,6x6,36,9,4.0,5,0.008995649001008132,0,True,27,9,0,3,0,0
6x6_Suguru-1360,Suguru-1360,6x6,36,8,4.5,8,0.004587628001900157,0,True,37,9,0,5,7,0
6x6_Suguru-1377,Suguru-1377,6x6,36,9,4.0,6,0.0031930219993228093,0,True,24,5,0,1,0,0
6x6_Suguru-1419,Suguru-1419,6x6,36,8,4.5,8,0.0031617840031685773,0,True,22,6,8,6,0,0
6x6_Suguru-1423,Suguru-1423,6x6,36,8,4.5,7,0.002852349000022514,0,True,23,6,0,5,3,0
6x6_Suguru-1597,Suguru-1597,6x6,36,9,4.0,7,0.0034558680017653387,0,True,23,6,0,7,0,0
6x6_Suguru-36,Suguru-36,6x6,36,8,4.5,9,0.04295302500031539,14,True,136,7,0,2,2,0
6x6_Suguru-133,Suguru-133,6x6,36,8,4.5,7,0.004193720000330359,0,True,23,3,0,3,0,0
6x6_Suguru-166,Suguru-166,6x6,36,8,4.5,9,0.0038544469971384387,0,True,32,3,1,2,2,0
6x6_Suguru-215,Suguru-215,6x6,36,9,4.0,6,0.006593616999452934,0,True,22,4,2,2,0,0
6x6_Suguru-256,Suguru-256,6x6,36,8,4.5,6,0.008989146001113113,0,True,37,11,4,3,0,0
6x6_Suguru-297,Suguru-297,6x6,36,8,4.5,7,0.004098839999642223,0,True,23,5,0,7,0,0
6x6_Suguru-466,Suguru-466,6x6,36,8,4.5,6,0.007895170998381218,0,True,22,8,0,3,1,0
6x6_Suguru-519,Suguru-519,6x6,36,8,4.5,8,0.002987091000250075,0,True,22,5,4,5,1,0
6x6_Suguru-536,Suguru-536,6x6,36,9,4.0,6,0.011379636001947802,1,True,34,6,0,2,1,0
6x6_Suguru-560,Suguru-560,6x6,36,8,4.5,6,0.010581538001133595,0,True,29,8,0,2,0,0
6x6_Suguru-613,Suguru-613,6x6,36,9,4.0,7,0.004518238001764985,0,True,26,5,4,2,0,0
6x6_Suguru-693,Suguru-693,6x6,36,8,4.5,7,0.017351563001284376,3,True,76,10,5,4,10,2
6x6_Suguru-747,Suguru-747,6x6,36,8,4.5,7,0.0034681639990594704,0,True,21,8,4,2,0,3
6x6_Suguru-814,Suguru-814,6x6,36,9,4.0,6,0.0034167230005550664,0,True,23,7,5,4,0,0
6x6_Suguru-933,Suguru-933,6x6,36,8,4.5,6,0.007052015000226675,0,True,34,15,0,4,3,0
6x6_Suguru-935,Suguru-935,6x6,36,8,4.5,7,0.024800159997539595,4,True,112,10,5,10,1,0
6x6_Suguru-972,Suguru-972,6x6,36,8,4.5,6,0.003830074998404598,0,True,21,7,4,5,0,0
6x6_Suguru-989,Suguru-989,6x6,36,9,4.0,7,0.004968255998392124,0,True,19,7,0,5,1,0
6x6_Suguru-992,Suguru-992,6x6,36,8,4.5,7,0.008451042998785852,1,True,27,11,4,1,0,0
6x6_Suguru-1018,Suguru-1018,6x6,36,8,4.5,8,0.005914858997130068,0,True,40,4,4,7,0,0
6x6_Suguru-1020,Suguru-1020,6x6,36,8,4.5,8,0.0032210790013778023,0,True,23,4,2,3,1,0
6x6_Suguru-1033,Suguru-1033,6x6,36,8,4.5,9,0.0035944030023529194,0,True,20,6,7,5,1,0
6x6_Suguru-1042,Suguru-1042,6x6,36,9,4.0,6,0.007156551000662148,1,True,39,7,0,2,0,3
6x6_Suguru-1142,Suguru-1142,6x6,36,8,4.5,6,0.005919889001233969,0,True,25,6,0,4,0,0
6x6_Suguru-1278,Suguru-1278,6x6,36,8,4.5,9,0.007774032997986069,1,True,26,6,0,6,0,0
6x6_Suguru-1304,Suguru-1304,6x6,36,8,4.5,6,0.006170059001306072,0,True,21,4,4,1,0,0
6x6_Suguru-1503,Suguru-1503,6x6,36,8,4.5,7,0.0089361350001127,1,True,41,14,2,10,7,0
6x6_Suguru-1513,Suguru-1513,6x6,36,8,4.5,8,0.021952002000034554,5,True,46,7,0,3,0,0
6x6_Suguru-1522,Suguru-1522,6x6,36,9,4.0,6,0.0051961549979751,0,True,43,11,1,7,0,3
6x6_Suguru-9,Suguru-9,6x6,36,8,4.5,8,0.005219718001171714,0,True,23,8,2,4,0,0
6x6_Suguru-67,Suguru-67,6x6,36,8,4.5,6,0.013166672997613205,1,True,48,12,2,6,7,0
6x6_Suguru-84,Suguru-84,6x6,36,8,4.5,6,0.011260993996984325,1,True,80,10,4,12,4,0
6x6_Suguru-90,Suguru-90,6x6,36,8,4.5,6,0.004368952999357134,0,True,22,6,4,3,0,0
6x6_Suguru-100,Suguru-100,6x6,36,8,4.5,6,0.007488706000003731,0,True,27,10,16,7,0,0
6x6_Suguru-113,Suguru-113,6x6,36,9,4.0,6,0.005279838002024917,0,True,32,8,0,2,0,2
6x6_Suguru-118,Suguru-118,6x6,36,8,4.5,6,0.02159537400075351,4,True,121,27,19,25,6,3
6x6_Suguru-148,Suguru-148,6x6,36,8,4.5,7,0.003445447000558488,0,True,22,6,4,2,0,0
6x6_Suguru-161,Suguru-161,6x6,36,8,4.5,5,0.1024632489970827,37,True,408,65,2,38,2,6
6x6_Suguru-165,Suguru-165,6x6,36,9,4.0,7,0.012169196001195814,1,True,69,10,10,7,0,0
6x6_Suguru-210,Suguru-210,6x6,36,9,4.0,7,0.007646447997103678,1,True,58,6,2,3,0,0
6x6_Suguru-254,Suguru-254,6x6,36,8,4.5,8,0.006155883998872014,0,True,29,10,6,6,5,3
6x6_Suguru-281,Suguru-281,6x6,36,8,4.5,6,0.014403096000023652,3,True,72,12,5,8,1,0
6x6_Suguru-284,Suguru-284,6x6,36,9,4.0,4,0.004042958000354702,0,True,28,11,4,7,3,0
6x6_Suguru-368,Suguru-368,6x6,36,8,4.5,7,0.004914528999506729,0,True,17,9,0,2,0,0
6x6_Suguru-435,Suguru-435,6x6,36,8,4.5,9,0.0030693250009790063,0,True,22,4,7,2,0,0
6x6_Suguru-443,Suguru-443,6x6,36,9,4.0,5,0.0051417499998933636,0,True,39,11,6,9,1,0
6x6_Suguru-448,Suguru-448,6x6,36,8,4.5,6,0.04295614999864483,11,True,238,36,0,33,18,0
6x6_Suguru-489,Suguru-489,6x6,36,9,4.0,7,0.00950244499836117,1,True,51,11,4,4,0,0
6x6_Suguru-562,Suguru-562,6x6,36,8,4.5,8,0.005528032997972332,0,True,42,7,7,4,4,0
6x6_Suguru-611,Suguru-611,6x6,36,8,4.5,8,0.0037871150016144384,0,True,21,6,2,4,0,0
6x6_Suguru-618,Suguru-618,6x6,36,8,4.5,10,0.007574842999019893,0,True,42,9,2,3,0,0
6x6_Suguru-674,Suguru-674,6x6,36,9,4.0,5,0.0047596120020898525,0,True,46,9,4,7,4,6
6x6_Suguru-680,Suguru-680,6x6,36,8,4.5,6,0.0038098839977465104,0,True,25,3,2,1,0,0
6x6_Suguru-696,Suguru-696,6x6,36,8,4.5,9,0.004568364001897862,0,True,32,10,4,5,0,0
6x6_Suguru-781,Suguru-781,6x6,36,8,4.5,7,0.003721509001479717,0,True,44,9,0,4,0,0
6x6_Suguru-798,Suguru-798,6x6,36,8,4.5,4,0.005946092001977377,0,True,48,11,2,7,5,0
6x6_Suguru-844,Suguru-844,6x6,36,9,4.0,5,0.007035036000161199,0,True,38,8,2,3,2,0
6x6_Suguru-860,Suguru-860,6x6,36,8,4.5,8,0.008639940999273676,0,True,32,8,0,2,6,0
6x6_Suguru-884,Suguru-884,6x6,36,8,4.5,7,0.00721867399988696,0,True,19,4,0,5,0,0
6x6_Suguru-887,Suguru-887,6x6,36,8,4.5,8,0.00409883400061517,0,True,32,9,4,6,0,3
6x6_Suguru-973,Suguru-973,6x6,36,8,4.5,7,0.01078154800052289,0,True,46,13,2,6,0,0
6x6_Suguru-1003,Suguru-1003,6x6,36,8,4.5,9,0.004103785999177489,0,True,31,8,3,0,0,0
6x6_Suguru-1064,Suguru-1064,6x6,36,9,4.0,5,0.007472419001715025,0,True,28,10,6,3,2,0
6x6_Suguru-1119,Suguru-1119,6x6,36,8,4.5,8,0.004159156000241637,0,True,21,6,5,3,0,0
6x6_Suguru-1121,Suguru-1121,6x6,36,8,4.5,6,0.0032566949994361494,0,True,22,8,5,6,0,0
6x6_Suguru-1127,Suguru-1127,6x6,36,8,4.5,3,0.008370927000214579,0,True,51,11,0,13,6,0
6x6_Suguru-1133,Suguru-1133,6x6,36,8,4.5,6,0.01685581299898331,2,True,54,14,2,7,6,8
6x6_Suguru-1141,Suguru-1141,6x6,36,9,4.0,9,0.004353018000983866,0,True,21,5,0,5,2,0
6x6_Suguru-1177,Suguru-1177,6x6,36,8,4.5,5,0.008873452003172133,0,True,24,8,2,2,1,0
6x6_Suguru-1192,Suguru-1192,6x6,36,8,4.5,6,0.006878838001284748,0,True,24,7,0,7,1,0
6x6_Suguru-1255,Suguru-1255,6x6,36,8,4.5,8,0.003655158001492964,0,True,21,7,2,6,2,0
6x6_Suguru-1261,Suguru-1261,6x6,36,8,4.5,7,0.003984734001278412,0,True,22,6,2,2,0,0
6x6_Suguru-1325,Suguru-1325,6x6,36,8,4.5,9,0.004992231999494834,0,True,22,4,0,6,1,0
6x6_Suguru-1335,Suguru-1335,6x6,36,9,4.0,7,0.0034321880011702888,0,True,23,5,7,0,0,0
6x6_Suguru-1350,Suguru-1350,6x6,36,8,4.5,6,0.006260816000576597,0,True,25,7,1,1,2,0
6x6_Suguru-1359,Suguru-1359,6x6,36,8,4.5,8,0.004213243999402039,0,True,19,8,8,2,0,0
6x6_Suguru-1431,Suguru-1431,6x6,36,9,4.0,5,0.022966314001678256,6,True,98,26,2,7,9,0
6x6_Suguru-1524,Suguru-1524,6x6,36,8,4.5,7,0.0037573750014416873,0,True,21,7,1,3,3,0
6x6_Suguru-1538,Suguru-1538,6x6,36,8,4.5,7,0.004651901999750407,0,True,21,7,1,4,0,0
6x6_Suguru-1546,Suguru-1546,6x6,36,8,4.5,10,0.0058463490022404585,0,True,21,4,4,5,0,0
6x6_Suguru-1547,Suguru-1547,6x6,36,8,4.5,7,0.011291753999103094,0,True,25,6,7,2,0,0
6x6_Suguru-1565,Suguru-1565,6x6,36,9,4.0,6,0.004907845999696292,0,True,23,7,4,9,0,0
6x6_Suguru-1566,Suguru-1566,6x6,36,9,4.0,4,0.01155704099801369,0,True,34,7,0,8,0,0
6x6_Suguru-48,Suguru-48,6x6,36,8,4.5,8,0.015328805002354784,1,True,49,9,0,5,0,0
6x6_Suguru-64,Suguru-64,6x6,36,8,4.5,8,0.018628881000040565,1,True,56,16,13,4,0,0
6x6_Suguru-138,Suguru-138,6x6,36,9,4.0,5,0.009108377998927608,0,True,38,7,0,5,4,5
6x6_Suguru-185,Suguru-185,6x6,36,9,4.0,7,0.0055405169987352565,0,True,28,9,4,0,0,0
6x6_Suguru-218,Suguru-218,6x6,36,8,4.5,6,0.01621595899996464,1,True,61,7,6,6,0,0
6x6_Suguru-232,Suguru-232,6x6,36,8,4.5,7,0.01676061200123513,4,True,86,31,15,12,2,1
6x6_Suguru-331,Suguru-331,6x6,36,8,4.5,8,0.0056251249989145435,0,True,29,3,0,4,0,1
6x6_Suguru-408,Suguru-408,6x6,36,8,4.5,8,0.003571236000425415,0,True,21,6,3,4,2,0
6x6_Suguru-456,Suguru-456,6x6,36,8,4.5,7,0.005113431998324813,0,True,20,6,2,0,0,0
6x6_Suguru-502,Suguru-502,6x6,36,8,4.5,8,0.008927388000302017,0,True,31,7,3,1,0,2
6x6_Suguru-522,Suguru-522,6x6,36,8,4.5,7,0.004362610001408029,0,True,30,15,2,1,0,0
6x6_Suguru-610,Suguru-610,6x6,36,8,4.5,6,0.00785376699786866,0,True,28,6,3,3,0,0
6x6_Suguru-625,Suguru-625,6x6,36,8,4.5,6,0.004946355002175551,0,True,22,5,2,4,0,0
6x6_Suguru-648,Suguru-648,6x6,36,8,4.5,6,0.004518589001236251,0,True,20,8,0,7,0,3
6x6_Suguru-662,Suguru-662,6x6,36,8,4.5,7,0.046191108998755226,15,True,160,22,1,2,0,0
6x6_Suguru-663,Suguru-663,6x6,36,8,4.5,7,0.004626472000381909,0,True,21,6,2,4,0,0
6x6_Suguru-691,Suguru-691,6x6,36,8,4.5,8,0.006035035999957472,0,True,27,8,4,4,0,0
6x6_Suguru-752,Suguru-752,6x6,36,8,4.5,7,0.008623547000752296,1,True,35,12,3,3,0,0
6x6_Suguru-765,Suguru-765,6x6,36,8,4.5,7,0.005826877997606061,0,True,40,8,3,8,1,0
6x6_Suguru-771,Suguru-771,6x6,36,9,4.0,6,0.00617868399785948,0,True,27,6,1,3,0,0
6x6_Suguru-785,Suguru-785,6x6,36,8,4.5,10,0.003132366000500042,0,True,24,1,2,4,0,0
6x6_Suguru-791,Suguru-791,6x6,36,8,4.5,6,0.01088352100123302,1,True,50,5,4,5,2,0
6x6_Suguru-818,Suguru-818,6x6,36,8,4.5,7,0.008850783997331746,0,True,43,15,6,3,4,1
6x6_Suguru-847,Suguru-847,6x6,36,8,4.5,5,0.00347285899988492,0,True,21,9,4,2,0,3
6x6_Suguru-859,Suguru-859,6x6,36,8,4.5,7,0.013280348000989761,2,True,45,8,2,3,13,2
6x6_Suguru-864,Suguru-864,6x6,36,8,4.5,5,0.004708327000116697,0,True,22,7,2,4,4,0
6x6_Suguru-868,Suguru-868,6x6,36,9,4.0,7,0.01338742000007187,2,True,68,16,1,11,4,0
6x6_Suguru-903,Suguru-903,6x6,36,8,4.5,10,0.0038589209980273154,0,True,21,4,4,3,1,0
6x6_Suguru-909,Suguru-909,6x6,36,8,4.5,5,0.009679356000560801,0,True,33,7,4,5,1,0
6x6_Suguru-962,Suguru-962,6x6,36,8,4.5,6,0.00584397299826378,0,True,23,4,0,5,0,0
6x6_Suguru-1041,Suguru-1041,6x6,36,8,4.5,7,0.009981433002394624,2,True,34,7,0,5,0,0
6x6_Suguru-1078,Suguru-1078,6x6,36,8,4.5,6,0.00322030000097584,0,True,21,8,6,5,1,0
6x6_Suguru-1092,Suguru-1092,6x6,36,9,4.0,6,0.004635454999515787,0,True,37,7,2,3,0,0
6x6_Suguru-1093,Suguru-1093,6x6,36,9,4.0,5,0.006481352000264451,0,True,35,10,0,2,0,0
6x6_Suguru-1180,Suguru-1180,6x6,36,8,4.5,9,0.003483093998511322,0,True,23,3,0,4,0,0
6x6_Suguru-1247,Suguru-1247,6x6,36,8,4.5,9,0.009202075001667254,1,True,36,9,0,2,4,2
6x6_Suguru-1290,Suguru-1290,6x6,36,8,4.5,8,0.01556585499929497,2,True,76,14,0,15,8,0
6x6_Suguru-1345,Suguru-1345,6x6,36,8,4.5,7,0.003181559000950074,0,True,23,6,4,8,2,0
